"","migration_per_gen","fitnessAa","number_of_generations","min_size","min_gen","final_pop_size","p_final","success"
"1",0,0.9,53,0,53,0,NA,"extinction"
"2",0,0.9,64,0,64,0,NA,"extinction"
"3",0,0.9,62,0,62,0,NA,"extinction"
"4",0,0.9,52,0,52,0,NA,"extinction"
"5",0,0.9,71,0,71,0,NA,"extinction"
"6",0,0.9,41,0,41,0,NA,"extinction"
"7",0,0.9,76,0,76,0,NA,"extinction"
"8",0,0.9,50,0,50,0,NA,"extinction"
"9",0,0.9,75,0,75,0,NA,"extinction"
"10",0,0.9,50,0,50,0,NA,"extinction"
"11",0,0.9,49,0,49,0,NA,"extinction"
"12",0,0.9,56,0,56,0,NA,"extinction"
"13",0,0.9,55,0,55,0,NA,"extinction"
"14",0,0.9,48,0,48,0,NA,"extinction"
"15",0,0.9,45,0,45,0,NA,"extinction"
"16",0,0.9,39,0,39,0,NA,"extinction"
"17",0,0.9,45,0,45,0,NA,"extinction"
"18",0,0.9,47,0,47,0,NA,"extinction"
"19",0,0.9,68,0,68,0,NA,"extinction"
"20",0,0.9,48,0,48,0,NA,"extinction"
"21",0,0.9,79,0,79,0,NA,"extinction"
"22",0,0.9,74,0,74,0,NA,"extinction"
"23",0,0.9,80,0,80,0,NA,"extinction"
"24",0,0.9,66,0,66,0,NA,"extinction"
"25",0,0.9,67,0,67,0,NA,"extinction"
"26",0,0.9,44,0,44,0,NA,"extinction"
"27",0,0.9,59,0,59,0,NA,"extinction"
"28",0,0.9,50,0,50,0,NA,"extinction"
"29",0,0.9,40,0,40,0,NA,"extinction"
"30",0,0.9,40,0,40,0,NA,"extinction"
"31",0,0.9,61,0,61,0,NA,"extinction"
"32",0,0.9,50,0,50,0,NA,"extinction"
"33",0,0.9,68,0,68,0,NA,"extinction"
"34",0,0.9,76,0,76,0,NA,"extinction"
"35",0,0.9,104,12,43,1595,0.000313479623824451,"reached_max"
"36",0,0.9,45,0,45,0,NA,"extinction"
"37",0,0.9,49,0,49,0,NA,"extinction"
"38",0,0.9,56,0,56,0,NA,"extinction"
"39",0,0.9,97,15,42,1625,0.00184615384615385,"reached_max"
"40",0,0.9,52,0,52,0,NA,"extinction"
"41",0,0.9,44,0,44,0,NA,"extinction"
"42",0,0.9,111,4,57,1543,0.00291639662994167,"reached_max"
"43",0,0.9,38,0,38,0,NA,"extinction"
"44",0,0.9,57,0,57,0,NA,"extinction"
"45",0,0.9,62,0,62,0,NA,"extinction"
"46",0,0.9,51,0,51,0,NA,"extinction"
"47",0,0.9,73,0,73,0,NA,"extinction"
"48",0,0.9,57,0,57,0,NA,"extinction"
"49",0,0.9,48,0,48,0,NA,"extinction"
"50",0,0.9,49,0,49,0,NA,"extinction"
"51",0,0.9,42,0,42,0,NA,"extinction"
"52",0,0.9,48,0,48,0,NA,"extinction"
"53",0,0.9,57,0,57,0,NA,"extinction"
"54",0,0.9,36,0,36,0,NA,"extinction"
"55",0,0.9,47,0,47,0,NA,"extinction"
"56",0,0.9,50,0,50,0,NA,"extinction"
"57",0,0.9,95,0,95,0,NA,"extinction"
"58",0,0.9,52,0,52,0,NA,"extinction"
"59",0,0.9,49,0,49,0,NA,"extinction"
"60",0,0.9,54,0,54,0,NA,"extinction"
"61",0,0.9,62,0,62,0,NA,"extinction"
"62",0,0.9,51,0,51,0,NA,"extinction"
"63",0,0.9,47,0,47,0,NA,"extinction"
"64",0,0.9,87,0,87,0,NA,"extinction"
"65",0,0.9,56,0,56,0,NA,"extinction"
"66",0,0.9,46,0,46,0,NA,"extinction"
"67",0,0.9,54,0,54,0,NA,"extinction"
"68",0,0.9,47,0,47,0,NA,"extinction"
"69",0,0.9,49,0,49,0,NA,"extinction"
"70",0,0.9,35,0,35,0,NA,"extinction"
"71",0,0.9,109,0,109,0,NA,"extinction"
"72",0,0.9,49,0,49,0,NA,"extinction"
"73",0,0.9,76,0,76,0,NA,"extinction"
"74",0,0.9,48,0,48,0,NA,"extinction"
"75",0,0.9,71,0,71,0,NA,"extinction"
"76",0,0.9,54,0,54,0,NA,"extinction"
"77",0,0.9,45,0,45,0,NA,"extinction"
"78",0,0.9,40,0,40,0,NA,"extinction"
"79",0,0.9,54,0,54,0,NA,"extinction"
"80",0,0.9,94,0,94,0,NA,"extinction"
"81",0,0.9,54,0,54,0,NA,"extinction"
"82",0,0.9,42,0,42,0,NA,"extinction"
"83",0,0.9,46,0,46,0,NA,"extinction"
"84",0,0.9,57,0,57,0,NA,"extinction"
"85",0,0.9,70,0,70,0,NA,"extinction"
"86",0,0.9,52,0,52,0,NA,"extinction"
"87",0,0.9,73,0,73,0,NA,"extinction"
"88",0,0.9,40,0,40,0,NA,"extinction"
"89",0,0.9,52,0,52,0,NA,"extinction"
"90",0,0.9,69,0,69,0,NA,"extinction"
"91",0,0.9,41,0,41,0,NA,"extinction"
"92",0,0.9,63,0,63,0,NA,"extinction"
"93",0,0.9,56,0,56,0,NA,"extinction"
"94",0,0.9,70,0,70,0,NA,"extinction"
"95",0,0.9,54,0,54,0,NA,"extinction"
"96",0,0.9,48,0,48,0,NA,"extinction"
"97",0,0.9,69,0,69,0,NA,"extinction"
"98",0,0.9,56,0,56,0,NA,"extinction"
"99",0,0.9,50,0,50,0,NA,"extinction"
"100",0,0.9,49,0,49,0,NA,"extinction"
"101",0,0.9,44,0,44,0,NA,"extinction"
"102",0,0.9,43,0,43,0,NA,"extinction"
"103",0,0.9,45,0,45,0,NA,"extinction"
"104",0,0.9,44,0,44,0,NA,"extinction"
"105",0,0.9,66,0,66,0,NA,"extinction"
"106",0,0.9,37,0,37,0,NA,"extinction"
"107",0,0.9,55,0,55,0,NA,"extinction"
"108",0,0.9,54,0,54,0,NA,"extinction"
"109",0,0.9,50,0,50,0,NA,"extinction"
"110",0,0.9,56,0,56,0,NA,"extinction"
"111",0,0.9,78,0,78,0,NA,"extinction"
"112",0,0.9,53,0,53,0,NA,"extinction"
"113",0,0.9,49,0,49,0,NA,"extinction"
"114",0,0.9,40,0,40,0,NA,"extinction"
"115",0,0.9,46,0,46,0,NA,"extinction"
"116",0,0.9,44,0,44,0,NA,"extinction"
"117",0,0.9,48,0,48,0,NA,"extinction"
"118",0,0.9,48,0,48,0,NA,"extinction"
"119",0,0.9,46,0,46,0,NA,"extinction"
"120",0,0.9,81,0,81,0,NA,"extinction"
"121",0,0.9,57,0,57,0,NA,"extinction"
"122",0,0.9,65,0,65,0,NA,"extinction"
"123",0,0.9,50,0,50,0,NA,"extinction"
"124",0,0.9,52,0,52,0,NA,"extinction"
"125",0,0.9,58,0,58,0,NA,"extinction"
"126",0,0.9,37,0,37,0,NA,"extinction"
"127",0,0.9,46,0,46,0,NA,"extinction"
"128",0,0.9,44,0,44,0,NA,"extinction"
"129",0,0.9,51,0,51,0,NA,"extinction"
"130",0,0.9,74,0,74,0,NA,"extinction"
"131",0,0.9,47,0,47,0,NA,"extinction"
"132",0,0.9,57,0,57,0,NA,"extinction"
"133",0,0.9,51,0,51,0,NA,"extinction"
"134",0,0.9,49,0,49,0,NA,"extinction"
"135",0,0.9,51,0,51,0,NA,"extinction"
"136",0,0.9,62,0,62,0,NA,"extinction"
"137",0,0.9,61,0,61,0,NA,"extinction"
"138",0,0.9,49,0,49,0,NA,"extinction"
"139",0,0.9,77,0,77,0,NA,"extinction"
"140",0,0.9,72,0,72,0,NA,"extinction"
"141",0,0.9,62,0,62,0,NA,"extinction"
"142",0,0.9,79,0,79,0,NA,"extinction"
"143",0,0.9,56,0,56,0,NA,"extinction"
"144",0,0.9,114,14,67,1507,0.00099535500995355,"reached_max"
"145",0,0.9,41,0,41,0,NA,"extinction"
"146",0,0.9,48,0,48,0,NA,"extinction"
"147",0,0.9,51,0,51,0,NA,"extinction"
"148",0,0.9,82,0,82,0,NA,"extinction"
"149",0,0.9,57,0,57,0,NA,"extinction"
"150",0,0.9,38,0,38,0,NA,"extinction"
"151",0,0.9,70,0,70,0,NA,"extinction"
"152",0,0.9,41,0,41,0,NA,"extinction"
"153",0,0.9,57,0,57,0,NA,"extinction"
"154",0,0.9,53,0,53,0,NA,"extinction"
"155",0,0.9,49,0,49,0,NA,"extinction"
"156",0,0.9,60,0,60,0,NA,"extinction"
"157",0,0.9,66,0,66,0,NA,"extinction"
"158",0,0.9,56,0,56,0,NA,"extinction"
"159",0,0.9,53,0,53,0,NA,"extinction"
"160",0,0.9,52,0,52,0,NA,"extinction"
"161",0,0.9,56,0,56,0,NA,"extinction"
"162",0,0.9,75,0,75,0,NA,"extinction"
"163",0,0.9,43,0,43,0,NA,"extinction"
"164",0,0.9,59,0,59,0,NA,"extinction"
"165",0,0.9,52,0,52,0,NA,"extinction"
"166",0,0.9,48,0,48,0,NA,"extinction"
"167",0,0.9,83,0,83,0,NA,"extinction"
"168",0,0.9,65,0,65,0,NA,"extinction"
"169",0,0.9,47,0,47,0,NA,"extinction"
"170",0,0.9,55,0,55,0,NA,"extinction"
"171",0,0.9,50,0,50,0,NA,"extinction"
"172",0,0.9,49,0,49,0,NA,"extinction"
"173",0,0.9,67,0,67,0,NA,"extinction"
"174",0,0.9,78,0,78,0,NA,"extinction"
"175",0,0.9,54,0,54,0,NA,"extinction"
"176",0,0.9,60,0,60,0,NA,"extinction"
"177",0,0.9,46,0,46,0,NA,"extinction"
"178",0,0.9,39,0,39,0,NA,"extinction"
"179",0,0.9,57,0,57,0,NA,"extinction"
"180",0,0.9,50,0,50,0,NA,"extinction"
"181",0,0.9,56,0,56,0,NA,"extinction"
"182",0,0.9,44,0,44,0,NA,"extinction"
"183",0,0.9,55,0,55,0,NA,"extinction"
"184",0,0.9,56,0,56,0,NA,"extinction"
"185",0,0.9,97,6,39,1503,0.000665335994677312,"reached_max"
"186",0,0.9,48,0,48,0,NA,"extinction"
"187",0,0.9,48,0,48,0,NA,"extinction"
"188",0,0.9,65,0,65,0,NA,"extinction"
"189",0,0.9,61,0,61,0,NA,"extinction"
"190",0,0.9,49,0,49,0,NA,"extinction"
"191",0,0.9,49,0,49,0,NA,"extinction"
"192",0,0.9,49,0,49,0,NA,"extinction"
"193",0,0.9,65,0,65,0,NA,"extinction"
"194",0,0.9,60,0,60,0,NA,"extinction"
"195",0,0.9,58,0,58,0,NA,"extinction"
"196",0,0.9,40,0,40,0,NA,"extinction"
"197",0,0.9,74,0,74,0,NA,"extinction"
"198",0,0.9,68,0,68,0,NA,"extinction"
"199",0,0.9,39,0,39,0,NA,"extinction"
"200",0,0.9,57,0,57,0,NA,"extinction"
"201",0,0.9,68,0,68,0,NA,"extinction"
"202",0,0.9,63,0,63,0,NA,"extinction"
"203",0,0.9,85,0,85,0,NA,"extinction"
"204",0,0.9,43,0,43,0,NA,"extinction"
"205",0,0.9,54,0,54,0,NA,"extinction"
"206",0,0.9,65,0,65,0,NA,"extinction"
"207",0,0.9,58,0,58,0,NA,"extinction"
"208",0,0.9,55,0,55,0,NA,"extinction"
"209",0,0.9,60,0,60,0,NA,"extinction"
"210",0,0.9,54,0,54,0,NA,"extinction"
"211",0,0.9,65,0,65,0,NA,"extinction"
"212",0,0.9,57,0,57,0,NA,"extinction"
"213",0,0.9,76,0,76,0,NA,"extinction"
"214",0,0.9,64,0,64,0,NA,"extinction"
"215",0,0.9,43,0,43,0,NA,"extinction"
"216",0,0.9,57,0,57,0,NA,"extinction"
"217",0,0.9,52,0,52,0,NA,"extinction"
"218",0,0.9,53,0,53,0,NA,"extinction"
"219",0,0.9,47,0,47,0,NA,"extinction"
"220",0,0.9,63,0,63,0,NA,"extinction"
"221",0,0.9,68,0,68,0,NA,"extinction"
"222",0,0.9,88,0,88,0,NA,"extinction"
"223",0,0.9,51,0,51,0,NA,"extinction"
"224",0,0.9,49,0,49,0,NA,"extinction"
"225",0,0.9,47,0,47,0,NA,"extinction"
"226",0,0.9,51,0,51,0,NA,"extinction"
"227",0,0.9,47,0,47,0,NA,"extinction"
"228",0,0.9,39,0,39,0,NA,"extinction"
"229",0,0.9,38,0,38,0,NA,"extinction"
"230",0,0.9,72,0,72,0,NA,"extinction"
"231",0,0.9,93,0,93,0,NA,"extinction"
"232",0,0.9,68,0,68,0,NA,"extinction"
"233",0,0.9,96,0,96,0,NA,"extinction"
"234",0,0.9,64,0,64,0,NA,"extinction"
"235",0,0.9,44,0,44,0,NA,"extinction"
"236",0,0.9,39,0,39,0,NA,"extinction"
"237",0,0.9,55,0,55,0,NA,"extinction"
"238",0,0.9,66,0,66,0,NA,"extinction"
"239",0,0.9,57,0,57,0,NA,"extinction"
"240",0,0.9,60,0,60,0,NA,"extinction"
"241",0,0.9,44,0,44,0,NA,"extinction"
"242",0,0.9,32,0,32,0,NA,"extinction"
"243",0,0.9,52,0,52,0,NA,"extinction"
"244",0,0.9,72,0,72,0,NA,"extinction"
"245",0,0.9,58,0,58,0,NA,"extinction"
"246",0,0.9,35,0,35,0,NA,"extinction"
"247",0,0.9,50,0,50,0,NA,"extinction"
"248",0,0.9,46,0,46,0,NA,"extinction"
"249",0,0.9,58,0,58,0,NA,"extinction"
"250",0,0.9,55,0,55,0,NA,"extinction"
"251",0,0.9,48,0,48,0,NA,"extinction"
"252",0,0.9,39,0,39,0,NA,"extinction"
"253",0,0.9,54,0,54,0,NA,"extinction"
"254",0,0.9,48,0,48,0,NA,"extinction"
"255",0,0.9,38,0,38,0,NA,"extinction"
"256",0,0.9,54,0,54,0,NA,"extinction"
"257",0,0.9,47,0,47,0,NA,"extinction"
"258",0,0.9,55,0,55,0,NA,"extinction"
"259",0,0.9,131,1,51,1565,0.00255591054313099,"reached_max"
"260",0,0.9,56,0,56,0,NA,"extinction"
"261",0,0.9,121,10,48,1583,0.00252684775742262,"reached_max"
"262",0,0.9,52,0,52,0,NA,"extinction"
"263",0,0.9,57,0,57,0,NA,"extinction"
"264",0,0.9,44,0,44,0,NA,"extinction"
"265",0,0.9,65,0,65,0,NA,"extinction"
"266",0,0.9,48,0,48,0,NA,"extinction"
"267",0,0.9,63,0,63,0,NA,"extinction"
"268",0,0.9,54,0,54,0,NA,"extinction"
"269",0,0.9,42,0,42,0,NA,"extinction"
"270",0,0.9,49,0,49,0,NA,"extinction"
"271",0,0.9,54,0,54,0,NA,"extinction"
"272",0,0.9,58,0,58,0,NA,"extinction"
"273",0,0.9,56,0,56,0,NA,"extinction"
"274",0,0.9,48,0,48,0,NA,"extinction"
"275",0,0.9,66,0,66,0,NA,"extinction"
"276",0,0.9,101,0,101,0,NA,"extinction"
"277",0,0.9,58,0,58,0,NA,"extinction"
"278",0,0.9,103,11,65,1630,0.00214723926380368,"reached_max"
"279",0,0.9,57,0,57,0,NA,"extinction"
"280",0,0.9,55,0,55,0,NA,"extinction"
"281",0,0.9,73,0,73,0,NA,"extinction"
"282",0,0.9,96,0,96,0,NA,"extinction"
"283",0,0.9,37,0,37,0,NA,"extinction"
"284",0,0.9,49,0,49,0,NA,"extinction"
"285",0,0.9,58,0,58,0,NA,"extinction"
"286",0,0.9,60,0,60,0,NA,"extinction"
"287",0,0.9,59,0,59,0,NA,"extinction"
"288",0,0.9,67,0,67,0,NA,"extinction"
"289",0,0.9,51,0,51,0,NA,"extinction"
"290",0,0.9,64,0,64,0,NA,"extinction"
"291",0,0.9,42,0,42,0,NA,"extinction"
"292",0,0.9,105,3,33,1521,0.00164365548980934,"reached_max"
"293",0,0.9,47,0,47,0,NA,"extinction"
"294",0,0.9,57,0,57,0,NA,"extinction"
"295",0,0.9,47,0,47,0,NA,"extinction"
"296",0,0.9,47,0,47,0,NA,"extinction"
"297",0,0.9,55,0,55,0,NA,"extinction"
"298",0,0.9,50,0,50,0,NA,"extinction"
"299",0,0.9,53,0,53,0,NA,"extinction"
"300",0,0.9,78,0,78,0,NA,"extinction"
"301",0,0.9,51,0,51,0,NA,"extinction"
"302",0,0.9,67,0,67,0,NA,"extinction"
"303",0,0.9,49,0,49,0,NA,"extinction"
"304",0,0.9,69,0,69,0,NA,"extinction"
"305",0,0.9,62,0,62,0,NA,"extinction"
"306",0,0.9,60,0,60,0,NA,"extinction"
"307",0,0.9,55,0,55,0,NA,"extinction"
"308",0,0.9,45,0,45,0,NA,"extinction"
"309",0,0.9,65,0,65,0,NA,"extinction"
"310",0,0.9,57,0,57,0,NA,"extinction"
"311",0,0.9,60,0,60,0,NA,"extinction"
"312",0,0.9,95,0,95,0,NA,"extinction"
"313",0,0.9,53,0,53,0,NA,"extinction"
"314",0,0.9,52,0,52,0,NA,"extinction"
"315",0,0.9,49,0,49,0,NA,"extinction"
"316",0,0.9,54,0,54,0,NA,"extinction"
"317",0,0.9,82,0,82,0,NA,"extinction"
"318",0,0.9,54,0,54,0,NA,"extinction"
"319",0,0.9,66,0,66,0,NA,"extinction"
"320",0,0.9,72,0,72,0,NA,"extinction"
"321",0,0.9,90,9,46,1646,0.000303766707168894,"reached_max"
"322",0,0.9,104,8,44,1572,0.0044529262086514,"reached_max"
"323",0,0.9,54,0,54,0,NA,"extinction"
"324",0,0.9,51,0,51,0,NA,"extinction"
"325",0,0.9,46,0,46,0,NA,"extinction"
"326",0,0.9,54,0,54,0,NA,"extinction"
"327",0,0.9,45,0,45,0,NA,"extinction"
"328",0,0.9,78,0,78,0,NA,"extinction"
"329",0,0.9,48,0,48,0,NA,"extinction"
"330",0,0.9,52,0,52,0,NA,"extinction"
"331",0,0.9,39,0,39,0,NA,"extinction"
"332",0,0.9,50,0,50,0,NA,"extinction"
"333",0,0.9,46,0,46,0,NA,"extinction"
"334",0,0.9,58,0,58,0,NA,"extinction"
"335",0,0.9,51,0,51,0,NA,"extinction"
"336",0,0.9,51,0,51,0,NA,"extinction"
"337",0,0.9,56,0,56,0,NA,"extinction"
"338",0,0.9,53,0,53,0,NA,"extinction"
"339",0,0.9,45,0,45,0,NA,"extinction"
"340",0,0.9,52,0,52,0,NA,"extinction"
"341",0,0.9,60,0,60,0,NA,"extinction"
"342",0,0.9,42,0,42,0,NA,"extinction"
"343",0,0.9,43,0,43,0,NA,"extinction"
"344",0,0.9,58,0,58,0,NA,"extinction"
"345",0,0.9,52,0,52,0,NA,"extinction"
"346",0,0.9,48,0,48,0,NA,"extinction"
"347",0,0.9,64,0,64,0,NA,"extinction"
"348",0,0.9,57,0,57,0,NA,"extinction"
"349",0,0.9,50,0,50,0,NA,"extinction"
"350",0,0.9,50,0,50,0,NA,"extinction"
"351",0,0.9,97,7,37,1592,0.00376884422110553,"reached_max"
"352",0,0.9,41,0,41,0,NA,"extinction"
"353",0,0.9,51,0,51,0,NA,"extinction"
"354",0,0.9,51,0,51,0,NA,"extinction"
"355",0,0.9,55,0,55,0,NA,"extinction"
"356",0,0.9,61,0,61,0,NA,"extinction"
"357",0,0.9,47,0,47,0,NA,"extinction"
"358",0,0.9,73,0,73,0,NA,"extinction"
"359",0,0.9,62,0,62,0,NA,"extinction"
"360",0,0.9,62,0,62,0,NA,"extinction"
"361",0,0.9,53,0,53,0,NA,"extinction"
"362",0,0.9,71,0,71,0,NA,"extinction"
"363",0,0.9,60,0,60,0,NA,"extinction"
"364",0,0.9,51,0,51,0,NA,"extinction"
"365",0,0.9,68,0,68,0,NA,"extinction"
"366",0,0.9,79,0,79,0,NA,"extinction"
"367",0,0.9,42,0,42,0,NA,"extinction"
"368",0,0.9,46,0,46,0,NA,"extinction"
"369",0,0.9,44,0,44,0,NA,"extinction"
"370",0,0.9,88,0,88,0,NA,"extinction"
"371",0,0.9,51,0,51,0,NA,"extinction"
"372",0,0.9,54,0,54,0,NA,"extinction"
"373",0,0.9,44,0,44,0,NA,"extinction"
"374",0,0.9,61,0,61,0,NA,"extinction"
"375",0,0.9,59,0,59,0,NA,"extinction"
"376",0,0.9,75,0,75,0,NA,"extinction"
"377",0,0.9,45,0,45,0,NA,"extinction"
"378",0,0.9,49,0,49,0,NA,"extinction"
"379",0,0.9,46,0,46,0,NA,"extinction"
"380",0,0.9,77,0,77,0,NA,"extinction"
"381",0,0.9,52,0,52,0,NA,"extinction"
"382",0,0.9,55,0,55,0,NA,"extinction"
"383",0,0.9,62,0,62,0,NA,"extinction"
"384",0,0.9,38,0,38,0,NA,"extinction"
"385",0,0.9,73,0,73,0,NA,"extinction"
"386",0,0.9,47,0,47,0,NA,"extinction"
"387",0,0.9,37,0,37,0,NA,"extinction"
"388",0,0.9,74,0,74,0,NA,"extinction"
"389",0,0.9,51,0,51,0,NA,"extinction"
"390",0,0.9,40,0,40,0,NA,"extinction"
"391",0,0.9,67,0,67,0,NA,"extinction"
"392",0,0.9,55,0,55,0,NA,"extinction"
"393",0,0.9,55,0,55,0,NA,"extinction"
"394",0,0.9,56,0,56,0,NA,"extinction"
"395",0,0.9,51,0,51,0,NA,"extinction"
"396",0,0.9,39,0,39,0,NA,"extinction"
"397",0,0.9,62,0,62,0,NA,"extinction"
"398",0,0.9,60,0,60,0,NA,"extinction"
"399",0,0.9,64,0,64,0,NA,"extinction"
"400",0,0.9,44,0,44,0,NA,"extinction"
"401",0,0.9,58,0,58,0,NA,"extinction"
"402",0,0.9,39,0,39,0,NA,"extinction"
"403",0,0.9,85,28,37,1599,0.00125078173858662,"reached_max"
"404",0,0.9,48,0,48,0,NA,"extinction"
"405",0,0.9,61,0,61,0,NA,"extinction"
"406",0,0.9,57,0,57,0,NA,"extinction"
"407",0,0.9,57,0,57,0,NA,"extinction"
"408",0,0.9,43,0,43,0,NA,"extinction"
"409",0,0.9,45,0,45,0,NA,"extinction"
"410",0,0.9,81,0,81,0,NA,"extinction"
"411",0,0.9,71,0,71,0,NA,"extinction"
"412",0,0.9,90,0,90,0,NA,"extinction"
"413",0,0.9,60,0,60,0,NA,"extinction"
"414",0,0.9,85,0,85,0,NA,"extinction"
"415",0,0.9,64,0,64,0,NA,"extinction"
"416",0,0.9,97,0,97,0,NA,"extinction"
"417",0,0.9,77,0,77,0,NA,"extinction"
"418",0,0.9,57,0,57,0,NA,"extinction"
"419",0,0.9,46,0,46,0,NA,"extinction"
"420",0,0.9,57,0,57,0,NA,"extinction"
"421",0,0.9,44,0,44,0,NA,"extinction"
"422",0,0.9,66,0,66,0,NA,"extinction"
"423",0,0.9,40,0,40,0,NA,"extinction"
"424",0,0.9,86,0,86,0,NA,"extinction"
"425",0,0.9,41,0,41,0,NA,"extinction"
"426",0,0.9,40,0,40,0,NA,"extinction"
"427",0,0.9,43,0,43,0,NA,"extinction"
"428",0,0.9,92,0,92,0,NA,"extinction"
"429",0,0.9,56,0,56,0,NA,"extinction"
"430",0,0.9,57,0,57,0,NA,"extinction"
"431",0,0.9,56,0,56,0,NA,"extinction"
"432",0,0.9,55,0,55,0,NA,"extinction"
"433",0,0.9,53,0,53,0,NA,"extinction"
"434",0,0.9,46,0,46,0,NA,"extinction"
"435",0,0.9,57,0,57,0,NA,"extinction"
"436",0,0.9,63,0,63,0,NA,"extinction"
"437",0,0.9,66,0,66,0,NA,"extinction"
"438",0,0.9,48,0,48,0,NA,"extinction"
"439",0,0.9,61,0,61,0,NA,"extinction"
"440",0,0.9,56,0,56,0,NA,"extinction"
"441",0,0.9,68,0,68,0,NA,"extinction"
"442",0,0.9,58,0,58,0,NA,"extinction"
"443",0,0.9,115,11,67,1654,0.00392986698911729,"reached_max"
"444",0,0.9,47,0,47,0,NA,"extinction"
"445",0,0.9,46,0,46,0,NA,"extinction"
"446",0,0.9,74,0,74,0,NA,"extinction"
"447",0,0.9,113,16,44,1626,0.001230012300123,"reached_max"
"448",0,0.9,47,0,47,0,NA,"extinction"
"449",0,0.9,51,0,51,0,NA,"extinction"
"450",0,0.9,57,0,57,0,NA,"extinction"
"451",0,0.9,120,12,59,1553,0,"reached_max"
"452",0,0.9,43,0,43,0,NA,"extinction"
"453",0,0.9,47,0,47,0,NA,"extinction"
"454",0,0.9,51,0,51,0,NA,"extinction"
"455",0,0.9,40,0,40,0,NA,"extinction"
"456",0,0.9,51,0,51,0,NA,"extinction"
"457",0,0.9,53,0,53,0,NA,"extinction"
"458",0,0.9,68,0,68,0,NA,"extinction"
"459",0,0.9,47,0,47,0,NA,"extinction"
"460",0,0.9,56,0,56,0,NA,"extinction"
"461",0,0.9,46,0,46,0,NA,"extinction"
"462",0,0.9,51,0,51,0,NA,"extinction"
"463",0,0.9,50,0,50,0,NA,"extinction"
"464",0,0.9,63,0,63,0,NA,"extinction"
"465",0,0.9,54,0,54,0,NA,"extinction"
"466",0,0.9,49,0,49,0,NA,"extinction"
"467",0,0.9,109,0,109,0,NA,"extinction"
"468",0,0.9,105,1,39,1538,0.00130039011703511,"reached_max"
"469",0,0.9,60,0,60,0,NA,"extinction"
"470",0,0.9,60,0,60,0,NA,"extinction"
"471",0,0.9,58,0,58,0,NA,"extinction"
"472",0,0.9,74,0,74,0,NA,"extinction"
"473",0,0.9,53,0,53,0,NA,"extinction"
"474",0,0.9,70,0,70,0,NA,"extinction"
"475",0,0.9,84,0,84,0,NA,"extinction"
"476",0,0.9,51,0,51,0,NA,"extinction"
"477",0,0.9,57,0,57,0,NA,"extinction"
"478",0,0.9,56,0,56,0,NA,"extinction"
"479",0,0.9,65,0,65,0,NA,"extinction"
"480",0,0.9,49,0,49,0,NA,"extinction"
"481",0,0.9,112,9,59,1553,0.000643915003219575,"reached_max"
"482",0,0.9,60,0,60,0,NA,"extinction"
"483",0,0.9,52,0,52,0,NA,"extinction"
"484",0,0.9,63,0,63,0,NA,"extinction"
"485",0,0.9,64,0,64,0,NA,"extinction"
"486",0,0.9,49,0,49,0,NA,"extinction"
"487",0,0.9,73,0,73,0,NA,"extinction"
"488",0,0.9,51,0,51,0,NA,"extinction"
"489",0,0.9,77,0,77,0,NA,"extinction"
"490",0,0.9,52,0,52,0,NA,"extinction"
"491",0,0.9,52,0,52,0,NA,"extinction"
"492",0,0.9,59,0,59,0,NA,"extinction"
"493",0,0.9,56,0,56,0,NA,"extinction"
"494",0,0.9,42,0,42,0,NA,"extinction"
"495",0,0.9,75,0,75,0,NA,"extinction"
"496",0,0.9,53,0,53,0,NA,"extinction"
"497",0,0.9,55,0,55,0,NA,"extinction"
"498",0,0.9,54,0,54,0,NA,"extinction"
"499",0,0.9,44,0,44,0,NA,"extinction"
"500",0,0.9,44,0,44,0,NA,"extinction"
"501",0,0.9,115,5,41,1637,0,"reached_max"
"502",0,0.9,55,0,55,0,NA,"extinction"
"503",0,0.9,57,0,57,0,NA,"extinction"
"504",0,0.9,49,0,49,0,NA,"extinction"
"505",0,0.9,75,0,75,0,NA,"extinction"
"506",0,0.9,53,0,53,0,NA,"extinction"
"507",0,0.9,69,0,69,0,NA,"extinction"
"508",0,0.9,48,0,48,0,NA,"extinction"
"509",0,0.9,46,0,46,0,NA,"extinction"
"510",0,0.9,61,0,61,0,NA,"extinction"
"511",0,0.9,54,0,54,0,NA,"extinction"
"512",0,0.9,37,0,37,0,NA,"extinction"
"513",0,0.9,36,0,36,0,NA,"extinction"
"514",0,0.9,51,0,51,0,NA,"extinction"
"515",0,0.9,78,0,78,0,NA,"extinction"
"516",0,0.9,65,0,65,0,NA,"extinction"
"517",0,0.9,58,0,58,0,NA,"extinction"
"518",0,0.9,36,0,36,0,NA,"extinction"
"519",0,0.9,58,0,58,0,NA,"extinction"
"520",0,0.9,49,0,49,0,NA,"extinction"
"521",0,0.9,60,0,60,0,NA,"extinction"
"522",0,0.9,55,0,55,0,NA,"extinction"
"523",0,0.9,69,0,69,0,NA,"extinction"
"524",0,0.9,41,0,41,0,NA,"extinction"
"525",0,0.9,57,0,57,0,NA,"extinction"
"526",0,0.9,46,0,46,0,NA,"extinction"
"527",0,0.9,66,0,66,0,NA,"extinction"
"528",0,0.9,47,0,47,0,NA,"extinction"
"529",0,0.9,71,0,71,0,NA,"extinction"
"530",0,0.9,64,0,64,0,NA,"extinction"
"531",0,0.9,41,0,41,0,NA,"extinction"
