"","migration","generation_with_min_pop_size","min_pop_size","simulated_gen","maximal_pop_size","success"
"2910",2,57,3,58,1000,"extinction"
"2911",2,132,3,132,1000,"extinction"
"2912",2,110,3,110,1000,"extinction"
"2913",2,115,9,115,5208,"reached_max"
"2914",2,67,7,262,5053,"reached_max"
"2915",2,144,9,144,5188,"reached_max"
"2916",2,92,9,92,5037,"reached_max"
"2917",2,121,3,122,1000,"extinction"
"2918",2,101,3,101,1000,"extinction"
"2919",2,173,3,173,1000,"extinction"
"2920",2,222,9,475,5018,"reached_max"
"2921",2,157,3,157,1000,"extinction"
"2922",2,76,3,77,1000,"extinction"
"2923",2,283,3,284,1000,"extinction"
"2924",2,163,9,163,5002,"reached_max"
"2925",2,110,9,110,5278,"reached_max"
"2926",2,92,9,92,5101,"reached_max"
"2927",2,79,6,297,5035,"reached_max"
"2928",2,53,3,53,1000,"extinction"
"2929",2,60,3,60,1000,"extinction"
"2930",2,105,9,105,5123,"reached_max"
"2931",2,116,3,117,1000,"extinction"
"2932",2,139,9,139,5291,"reached_max"
"2933",2,112,3,112,1000,"extinction"
"2934",2,64,5,209,5155,"reached_max"
"2935",2,141,9,141,5092,"reached_max"
"2936",2,161,3,161,1000,"extinction"
"2937",2,136,3,136,1000,"extinction"
"2938",2,100,6,245,5358,"reached_max"
"2939",2,141,3,142,1000,"extinction"
"2940",2,126,9,126,5153,"reached_max"
"2941",2,166,3,167,1000,"extinction"
"2942",2,321,3,321,1000,"extinction"
"2943",2,110,9,110,5084,"reached_max"
"2944",2,351,3,352,1000,"extinction"
"2945",2,108,9,108,5044,"reached_max"
"2946",2,313,1,314,1000,"extinction"
"2947",2,52,3,52,1000,"extinction"
"2948",2,109,5,297,5117,"reached_max"
"2949",2,166,3,166,1000,"extinction"
"2950",2,66,3,66,1000,"extinction"
"2951",2,145,9,145,5385,"reached_max"
"2952",2,99,3,99,1000,"extinction"
"2953",2,54,3,55,1000,"extinction"
"2954",2,124,3,124,1000,"extinction"
"2955",2,104,9,104,5157,"reached_max"
"2956",2,129,3,129,1000,"extinction"
"2957",2,309,3,309,1000,"extinction"
"2958",2,238,3,239,1000,"extinction"
"2959",2,352,2,353,1000,"extinction"
"2960",2,199,3,200,1000,"extinction"
"2961",2,60,2,61,1000,"extinction"
"2962",2,154,9,154,5486,"reached_max"
"2963",2,101,3,101,1000,"extinction"
"2964",2,104,3,104,1000,"extinction"
"2965",2,175,3,176,1000,"extinction"
"2966",2,303,3,304,1000,"extinction"
"2967",2,64,7,274,5001,"reached_max"
"2968",2,107,9,107,5283,"reached_max"
"2969",2,118,3,118,1000,"extinction"
"2970",2,198,1,199,1000,"extinction"
"2971",2,339,3,340,1000,"extinction"
"2972",2,158,9,158,5234,"reached_max"
"2973",2,80,6,217,5184,"reached_max"
"2974",2,156,3,156,1000,"extinction"
"2975",2,361,3,361,1000,"extinction"
"2976",2,234,3,234,1000,"extinction"
"2977",2,241,3,241,1000,"extinction"
"2978",2,221,3,222,1000,"extinction"
"2979",2,240,3,240,1000,"extinction"
"2980",2,75,3,75,1000,"extinction"
"2981",2,155,3,155,1000,"extinction"
"2982",2,160,3,161,1000,"extinction"
"2983",2,130,9,130,5046,"reached_max"
"2984",2,128,9,128,5097,"reached_max"
"2985",2,111,3,111,1000,"extinction"
"2986",2,268,3,269,1000,"extinction"
"2987",2,120,9,120,5140,"reached_max"
"2988",2,111,9,111,5047,"reached_max"
"2989",2,135,9,135,5005,"reached_max"
"2990",2,96,3,96,1000,"extinction"
"2991",2,105,3,105,1000,"extinction"
"2992",2,186,3,186,1000,"extinction"
"2993",2,205,3,206,1000,"extinction"
"2994",2,194,1,195,1000,"extinction"
"2995",2,122,9,122,5318,"reached_max"
"2996",2,195,9,195,5372,"reached_max"
"2997",2,100,3,100,1000,"extinction"
"2998",2,218,3,218,1000,"extinction"
"2999",2,111,9,111,5211,"reached_max"
"3000",2,135,3,135,1000,"extinction"
"3001",3,275,3,275,1000,"extinction"
"3002",3,143,3,143,1000,"extinction"
"3003",3,239,3,239,1000,"extinction"
"3004",3,170,3,170,1000,"extinction"
"3005",3,166,3,166,1000,"extinction"
"3006",3,278,8,649,5441,"reached_max"
"3007",3,710,3,710,1000,"extinction"
"3008",3,1002,6,1002,1000,"medium"
"3009",3,1002,6,1002,1000,"medium"
"3010",3,1002,6,1002,1000,"medium"
"3011",3,766,3,766,1000,"extinction"
"3012",3,345,9,345,5251,"reached_max"
"3013",3,219,3,219,1000,"extinction"
"3014",3,114,9,114,5362,"reached_max"
"3015",3,73,3,73,1000,"extinction"
"3016",3,125,9,125,5204,"reached_max"
"3017",3,489,3,489,1000,"extinction"
"3018",3,309,8,844,5259,"reached_max"
"3019",3,153,3,153,1000,"extinction"
"3020",3,141,7,281,5152,"reached_max"
"3021",3,407,3,407,1000,"extinction"
"3022",3,270,3,270,1000,"extinction"
"3023",3,177,9,177,5123,"reached_max"
"3024",3,235,3,235,1000,"extinction"
"3025",3,512,9,512,5319,"reached_max"
"3026",3,267,9,267,5279,"reached_max"
"3027",3,1002,6,1002,1000,"medium"
"3028",3,143,9,143,5161,"reached_max"
"3029",3,84,3,84,1000,"extinction"
"3030",3,125,9,125,5436,"reached_max"
"3031",3,91,8,252,5336,"reached_max"
"3032",3,94,9,94,5217,"reached_max"
"3033",3,122,9,122,5247,"reached_max"
"3034",3,335,3,335,1000,"extinction"
"3035",3,315,9,315,5286,"reached_max"
"3036",3,74,3,74,1000,"extinction"
"3037",3,137,9,137,5134,"reached_max"
"3038",3,323,3,323,1000,"extinction"
"3039",3,171,9,171,5381,"reached_max"
"3040",3,813,3,813,1000,"extinction"
"3041",3,549,3,549,1000,"extinction"
"3042",3,432,3,432,1000,"extinction"
"3043",3,1002,6,1002,1000,"medium"
"3044",3,105,9,105,5155,"reached_max"
"3045",3,152,3,152,1000,"extinction"
"3046",3,157,9,157,5264,"reached_max"
"3047",3,636,3,636,1000,"extinction"
"3048",3,584,3,584,1000,"extinction"
"3049",3,126,3,126,1000,"extinction"
"3050",3,239,3,239,1000,"extinction"
"3051",3,101,3,101,1000,"extinction"
"3052",3,378,3,378,1000,"extinction"
"3053",3,105,9,105,5114,"reached_max"
"3054",3,217,9,217,5342,"reached_max"
"3055",3,120,3,120,1000,"extinction"
"3056",3,135,9,135,5090,"reached_max"
"3057",3,388,3,388,1000,"extinction"
"3058",3,1002,6,1002,1000,"medium"
"3059",3,115,3,115,1000,"extinction"
"3060",3,119,3,119,1000,"extinction"
"3061",3,116,9,116,5059,"reached_max"
"3062",3,179,9,179,5046,"reached_max"
"3063",3,232,3,233,1000,"extinction"
"3064",3,113,3,114,1000,"extinction"
"3065",3,1002,6,1002,1000,"medium"
"3066",3,209,3,209,1000,"extinction"
"3067",3,134,9,280,5165,"reached_max"
"3068",3,158,3,158,1000,"extinction"
"3069",3,834,9,834,5262,"reached_max"
"3070",3,121,9,121,5000,"reached_max"
"3071",3,51,3,51,1000,"extinction"
"3072",3,136,9,136,5239,"reached_max"
"3073",3,156,3,156,1000,"extinction"
"3074",3,137,9,137,5172,"reached_max"
"3075",3,129,9,129,5259,"reached_max"
"3076",3,1002,6,1002,1000,"medium"
"3077",3,148,9,148,5340,"reached_max"
"3078",3,163,7,790,5179,"reached_max"
"3079",3,98,3,98,1000,"extinction"
"3080",3,120,9,120,5030,"reached_max"
"3081",3,201,9,201,5091,"reached_max"
"3082",3,131,9,131,5574,"reached_max"
"3083",3,469,3,469,1000,"extinction"
"3084",3,915,3,915,1000,"extinction"
"3085",3,901,3,901,1000,"extinction"
"3086",3,930,3,930,1000,"extinction"
"3087",3,220,9,220,5380,"reached_max"
"3088",3,213,7,575,5007,"reached_max"
"3089",3,839,3,839,1000,"extinction"
"3090",3,532,2,533,1000,"extinction"
"3091",3,67,3,67,1000,"extinction"
"3092",3,258,7,684,5106,"reached_max"
"3093",3,138,9,138,5199,"reached_max"
"3094",3,228,3,228,1000,"extinction"
"3095",3,361,3,361,1000,"extinction"
"3096",3,625,3,625,1000,"extinction"
"3097",3,350,3,350,1000,"extinction"
"3098",3,341,3,341,1000,"extinction"
"3099",3,368,9,597,5118,"reached_max"
"3100",3,699,3,699,1000,"extinction"
"3101",3,618,3,618,1000,"extinction"
"3102",3,150,8,355,5070,"reached_max"
"3103",3,341,9,341,5178,"reached_max"
"3104",3,641,3,641,1000,"extinction"
"3105",3,155,3,155,1000,"extinction"
"3106",3,192,9,192,5173,"reached_max"
"3107",3,99,9,99,5219,"reached_max"
"3108",3,494,3,494,1000,"extinction"
"3109",3,188,3,188,1000,"extinction"
"3110",3,611,3,612,1000,"extinction"
"3111",3,156,9,156,5200,"reached_max"
"3112",3,103,9,103,5032,"reached_max"
"3113",3,287,3,287,1000,"extinction"
"3114",3,152,9,152,5170,"reached_max"
"3115",3,172,3,172,1000,"extinction"
"3116",3,99,9,99,5005,"reached_max"
"3117",3,158,9,158,5219,"reached_max"
"3118",3,163,9,163,5167,"reached_max"
"3119",3,155,9,155,5361,"reached_max"
"3120",3,652,3,652,1000,"extinction"
"3121",3,97,7,191,5101,"reached_max"
"3122",3,187,7,406,5283,"reached_max"
"3123",3,540,9,540,5081,"reached_max"
"3124",3,568,9,568,5093,"reached_max"
"3125",3,453,3,453,1000,"extinction"
"3126",3,66,9,249,5187,"reached_max"
"3127",3,221,3,221,1000,"extinction"
"3128",3,118,7,561,5173,"reached_max"
"3129",3,750,3,750,1000,"extinction"
"3130",3,123,9,123,5012,"reached_max"
"3131",3,240,3,240,1000,"extinction"
"3132",3,205,3,205,1000,"extinction"
"3133",3,173,9,173,5281,"reached_max"
"3134",3,67,3,67,1000,"extinction"
"3135",3,299,3,299,1004,"extinction"
"3136",3,76,3,76,1000,"extinction"
"3137",3,50,8,294,5253,"reached_max"
"3138",3,90,7,284,5297,"reached_max"
"3139",3,235,3,235,1000,"extinction"
"3140",3,280,9,280,5371,"reached_max"
"3141",3,119,9,119,5447,"reached_max"
"3142",3,123,9,123,5129,"reached_max"
"3143",3,124,9,124,5276,"reached_max"
"3144",3,264,8,749,5188,"reached_max"
"3145",3,398,3,398,1000,"extinction"
"3146",3,168,9,168,5377,"reached_max"
"3147",3,134,3,134,1000,"extinction"
"3148",3,868,3,868,1000,"extinction"
"3149",3,405,3,405,1000,"extinction"
"3150",3,357,3,357,1000,"extinction"
"3151",3,505,3,505,1000,"extinction"
"3152",3,269,3,269,1000,"extinction"
"3153",3,661,3,661,1000,"extinction"
"3154",3,203,8,401,5245,"reached_max"
"3155",3,384,3,384,1000,"extinction"
"3156",3,278,3,278,1000,"extinction"
"3157",3,489,3,489,1000,"extinction"
"3158",3,476,3,476,1000,"extinction"
"3159",3,118,9,118,5021,"reached_max"
"3160",3,96,9,96,5036,"reached_max"
"3161",3,289,3,289,1000,"extinction"
"3162",3,155,3,155,1000,"extinction"
"3163",3,134,9,134,5190,"reached_max"
"3164",3,121,9,121,5194,"reached_max"
"3165",3,293,9,293,5246,"reached_max"
"3166",3,324,3,324,1000,"extinction"
"3167",3,348,3,348,1000,"extinction"
"3168",3,316,3,316,1000,"extinction"
"3169",3,112,3,112,1000,"extinction"
"3170",3,84,9,84,5195,"reached_max"
"3171",3,244,3,244,1000,"extinction"
"3172",3,852,3,852,1000,"extinction"
"3173",3,126,9,126,5025,"reached_max"
"3174",3,316,3,316,1000,"extinction"
"3175",3,534,3,534,1000,"extinction"
"3176",3,480,3,480,1000,"extinction"
"3177",3,569,3,569,1000,"extinction"
"3178",3,155,9,155,5330,"reached_max"
"3179",3,110,3,110,1000,"extinction"
"3180",3,126,9,126,5238,"reached_max"
"3181",3,74,3,74,1000,"extinction"
"3182",3,547,3,547,1000,"extinction"
"3183",3,314,7,712,5013,"reached_max"
"3184",3,286,3,286,1000,"extinction"
"3185",3,126,9,126,5059,"reached_max"
"3186",3,118,9,118,5224,"reached_max"
"3187",3,194,9,194,5057,"reached_max"
"3188",3,189,3,189,1000,"extinction"
"3189",3,402,3,402,1000,"extinction"
"3190",3,424,3,424,1000,"extinction"
"3191",3,243,9,243,5000,"reached_max"
"3192",3,233,3,233,1000,"extinction"
"3193",3,911,3,911,1000,"extinction"
"3194",3,1002,6,1002,1000,"medium"
"3195",3,192,3,192,1000,"extinction"
"3196",3,349,3,349,1000,"extinction"
"3197",3,1002,6,1002,1000,"medium"
"3198",3,386,9,386,5255,"reached_max"
"3199",3,448,3,448,1000,"extinction"
"3200",3,154,3,154,1000,"extinction"
"3201",3,117,3,117,1000,"extinction"
"3202",3,211,9,211,5075,"reached_max"
"3203",3,265,7,536,5075,"reached_max"
"3204",3,463,3,463,1000,"extinction"
"3205",3,94,3,94,1000,"extinction"
"3206",3,270,3,270,1000,"extinction"
"3207",3,181,3,181,1000,"extinction"
"3208",3,153,9,153,5062,"reached_max"
"3209",3,719,3,719,1000,"extinction"
"3210",3,131,9,131,5308,"reached_max"
"3211",3,452,3,452,1000,"extinction"
"3212",3,279,3,279,1000,"extinction"
"3213",3,142,9,142,5195,"reached_max"
"3214",3,551,3,551,1000,"extinction"
"3215",3,107,3,107,1000,"extinction"
"3216",3,90,3,90,1000,"extinction"
"3217",3,168,3,168,1000,"extinction"
"3218",3,128,9,128,5221,"reached_max"
"3219",3,135,7,763,5346,"reached_max"
"3220",3,1002,6,1002,1000,"medium"
"3221",3,228,3,228,1000,"extinction"
"3222",3,116,9,116,5219,"reached_max"
"3223",3,122,9,122,5056,"reached_max"
"3224",3,93,9,93,5356,"reached_max"
"3225",3,389,3,389,1000,"extinction"
"3226",3,132,9,132,5322,"reached_max"
"3227",3,116,9,116,5314,"reached_max"
"3228",3,1002,6,1002,1000,"medium"
"3229",3,257,9,257,5019,"reached_max"
"3230",3,208,3,208,1000,"extinction"
"3231",3,1002,6,1002,1000,"medium"
"3232",3,758,2,759,1000,"extinction"
"3233",3,150,9,150,5276,"reached_max"
"3234",3,81,3,81,1000,"extinction"
"3235",3,1002,6,1002,1000,"medium"
"3236",3,1002,6,1002,1000,"medium"
"3237",3,100,9,100,5290,"reached_max"
"3238",3,217,3,217,1000,"extinction"
"3239",3,132,9,132,5240,"reached_max"
"3240",3,1002,6,1002,1000,"medium"
"3241",3,147,3,147,1000,"extinction"
"3242",3,280,3,280,1000,"extinction"
"3243",3,209,3,209,1000,"extinction"
"3244",3,424,3,424,1000,"extinction"
"3245",3,121,9,121,5249,"reached_max"
"3246",3,92,3,92,1000,"extinction"
"3247",3,468,3,468,1000,"extinction"
"3248",3,976,3,976,1000,"extinction"
"3249",3,210,3,210,1000,"extinction"
"3250",3,108,9,108,5338,"reached_max"
"3251",3,85,3,85,1000,"extinction"
"3252",3,811,3,811,1000,"extinction"
"3253",3,449,3,449,1000,"extinction"
"3254",3,203,3,203,1000,"extinction"
"3255",3,118,9,118,5050,"reached_max"
"3256",3,481,3,481,1000,"extinction"
"3257",3,947,9,947,5048,"reached_max"
"3258",3,166,7,379,5142,"reached_max"
"3259",3,313,3,313,1000,"extinction"
"3260",3,100,9,100,5325,"reached_max"
"3261",3,271,3,271,1000,"extinction"
"3262",3,231,3,231,1000,"extinction"
"3263",3,104,9,104,5217,"reached_max"
"3264",3,200,3,200,1000,"extinction"
"3265",3,323,9,323,5040,"reached_max"
"3266",3,182,9,182,5319,"reached_max"
"3267",3,116,9,116,5233,"reached_max"
"3268",3,686,3,686,1000,"extinction"
"3269",3,669,3,669,1000,"extinction"
"3270",3,215,3,215,1000,"extinction"
"3271",3,385,3,385,1000,"extinction"
"3272",3,187,3,187,1001,"extinction"
"3273",3,190,9,190,5072,"reached_max"
"3274",3,1002,6,1002,1000,"medium"
"3275",3,362,3,362,1000,"extinction"
"3276",3,149,9,149,5324,"reached_max"
"3277",3,156,9,156,5181,"reached_max"
"3278",3,370,9,370,5107,"reached_max"
"3279",3,170,8,345,5352,"reached_max"
"3280",3,124,9,124,5004,"reached_max"
"3281",3,142,3,142,1000,"extinction"
"3282",3,275,3,275,1000,"extinction"
"3283",3,89,3,90,1000,"extinction"
"3284",3,401,3,401,1000,"extinction"
"3285",3,114,9,114,5126,"reached_max"
"3286",3,221,3,221,1000,"extinction"
"3287",3,192,3,192,1000,"extinction"
"3288",3,572,3,572,1000,"extinction"
"3289",3,336,9,336,5102,"reached_max"
"3290",3,62,3,62,1000,"extinction"
"3291",3,224,3,224,1000,"extinction"
"3292",3,328,3,328,1000,"extinction"
"3293",3,157,9,791,5164,"reached_max"
"3294",3,715,3,715,1000,"extinction"
"3295",3,150,3,150,1000,"extinction"
"3296",3,1002,6,1002,1000,"medium"
"3297",3,372,9,372,5122,"reached_max"
"3298",3,1002,6,1002,1000,"medium"
"3299",3,104,3,104,1000,"extinction"
"3300",3,120,9,120,5001,"reached_max"
"3301",3,246,3,246,1000,"extinction"
"3302",3,506,3,506,1000,"extinction"
"3303",3,379,3,379,1000,"extinction"
"3304",3,151,9,151,5359,"reached_max"
"3305",3,213,9,213,5107,"reached_max"
"3306",3,419,3,419,1000,"extinction"
"3307",3,95,3,95,1000,"extinction"
"3308",3,163,9,163,5255,"reached_max"
"3309",3,728,3,728,1000,"extinction"
"3310",3,237,3,237,1000,"extinction"
"3311",3,418,3,418,1000,"extinction"
"3312",3,83,9,83,5098,"reached_max"
"3313",3,133,9,133,5058,"reached_max"
"3314",3,164,3,164,1000,"extinction"
"3315",3,237,3,237,1000,"extinction"
"3316",3,613,3,613,1000,"extinction"
"3317",3,139,3,139,1000,"extinction"
"3318",3,177,9,177,5312,"reached_max"
"3319",3,203,9,203,5056,"reached_max"
"3320",3,363,3,363,1000,"extinction"
"3321",3,172,9,172,5336,"reached_max"
"3322",3,487,3,487,1000,"extinction"
"3323",3,278,3,278,1000,"extinction"
"3324",3,335,3,335,1000,"extinction"
"3325",3,1002,6,1002,1000,"medium"
"3326",3,298,3,298,1000,"extinction"
"3327",3,503,3,503,1000,"extinction"
"3328",3,205,3,205,1000,"extinction"
"3329",3,353,3,353,1000,"extinction"
"3330",3,73,3,73,1000,"extinction"
"3331",3,223,9,223,5372,"reached_max"
"3332",3,277,3,277,1000,"extinction"
"3333",3,101,3,101,1000,"extinction"
"3334",3,179,3,179,1000,"extinction"
"3335",3,176,9,176,5115,"reached_max"
"3336",3,153,9,153,5074,"reached_max"
"3337",3,495,3,495,1000,"extinction"
"3338",3,239,3,239,1000,"extinction"
"3339",3,1002,6,1002,1000,"medium"
"3340",3,786,3,786,1000,"extinction"
"3341",3,440,3,440,1000,"extinction"
"3342",3,151,3,151,1000,"extinction"
"3343",3,535,3,535,1000,"extinction"
"3344",3,178,3,178,1000,"extinction"
"3345",3,503,3,503,1000,"extinction"
"3346",3,507,3,507,1000,"extinction"
"3347",3,124,9,124,5384,"reached_max"
"3348",3,114,9,114,5204,"reached_max"
"3349",3,152,3,152,1000,"extinction"
"3350",3,62,3,62,1000,"extinction"
"3351",3,105,9,105,5056,"reached_max"
"3352",3,64,3,64,1000,"extinction"
"3353",3,127,3,127,1000,"extinction"
"3354",3,131,3,131,1000,"extinction"
"3355",3,191,3,191,1000,"extinction"
"3356",3,172,2,173,1000,"extinction"
"3357",3,345,3,345,1000,"extinction"
"3358",3,134,9,134,5243,"reached_max"
"3359",3,458,3,458,1000,"extinction"
"3360",3,148,9,148,5275,"reached_max"
"3361",3,177,9,177,5287,"reached_max"
"3362",3,807,3,807,1000,"extinction"
"3363",3,184,7,428,5299,"reached_max"
"3364",3,164,3,164,1000,"extinction"
"3365",3,430,3,430,1000,"extinction"
"3366",3,1002,6,1002,1000,"medium"
"3367",3,80,8,676,5319,"reached_max"
"3368",3,185,9,185,5360,"reached_max"
"3369",3,336,9,336,5242,"reached_max"
"3370",3,132,9,132,5219,"reached_max"
"3371",3,1002,6,1002,1000,"medium"
"3372",3,151,9,151,5147,"reached_max"
"3373",3,1002,6,1002,1000,"medium"
"3374",3,164,9,164,5178,"reached_max"
"3375",3,99,3,99,1000,"extinction"
"3376",3,116,9,116,5287,"reached_max"
"3377",3,151,3,151,1000,"extinction"
"3378",3,76,3,76,1000,"extinction"
"3379",3,130,9,130,5177,"reached_max"
"3380",3,108,9,108,5363,"reached_max"
"3381",3,270,3,270,1000,"extinction"
"3382",3,529,3,529,1000,"extinction"
"3383",3,81,3,81,1000,"extinction"
"3384",3,111,3,112,1000,"extinction"
"3385",3,507,3,507,1000,"extinction"
"3386",3,192,9,192,5041,"reached_max"
"3387",3,1002,6,1002,1000,"medium"
"3388",3,212,3,212,1000,"extinction"
"3389",3,132,9,132,5221,"reached_max"
"3390",3,248,3,248,1000,"extinction"
"3391",3,105,9,105,5328,"reached_max"
"3392",3,162,9,162,5000,"reached_max"
"3393",3,204,3,205,1000,"extinction"
"3394",3,920,3,920,1000,"extinction"
"3395",3,1002,6,1002,1000,"medium"
"3396",3,124,9,124,5326,"reached_max"
"3397",3,118,9,118,5193,"reached_max"
"3398",3,75,3,75,1000,"extinction"
"3399",3,141,9,141,5005,"reached_max"
"3400",3,1002,6,1002,1000,"medium"
"3401",3,147,9,147,5086,"reached_max"
"3402",3,761,3,761,1000,"extinction"
"3403",3,127,9,127,5409,"reached_max"
"3404",3,711,3,711,1000,"extinction"
"3405",3,1002,6,1002,1000,"medium"
"3406",3,374,3,374,1000,"extinction"
"3407",3,95,9,95,5054,"reached_max"
"3408",3,657,3,657,1000,"extinction"
"3409",3,492,3,492,1000,"extinction"
"3410",3,116,3,116,1000,"extinction"
"3411",3,664,7,890,5118,"reached_max"
"3412",3,154,9,154,5117,"reached_max"
"3413",3,1002,6,1002,1000,"medium"
"3414",3,1002,6,1002,1000,"medium"
"3415",3,330,3,330,1000,"extinction"
"3416",3,124,9,124,5040,"reached_max"
"3417",3,186,3,186,1000,"extinction"
"3418",3,118,3,118,1000,"extinction"
"3419",3,1002,6,1002,1000,"medium"
"3420",3,1002,6,1002,1000,"medium"
"3421",3,94,9,94,5267,"reached_max"
"3422",3,1002,6,1002,1000,"medium"
"3423",3,118,3,118,1000,"extinction"
"3424",3,224,3,224,1000,"extinction"
"3425",3,199,9,199,5118,"reached_max"
"3426",3,959,3,959,1000,"extinction"
"3427",3,69,3,69,1000,"extinction"
"3428",3,142,9,142,5196,"reached_max"
"3429",3,137,7,280,5113,"reached_max"
"3430",3,815,3,815,1000,"extinction"
"3431",3,115,9,115,5023,"reached_max"
"3432",3,136,9,136,5322,"reached_max"
"3433",3,387,3,387,1000,"extinction"
"3434",3,87,3,87,1000,"extinction"
"3435",3,170,9,170,5187,"reached_max"
"3436",3,123,9,123,5324,"reached_max"
"3437",3,480,9,480,5123,"reached_max"
"3438",3,114,3,114,1000,"extinction"
"3439",3,120,9,120,5159,"reached_max"
"3440",3,508,3,508,1000,"extinction"
"3441",3,471,3,471,1000,"extinction"
"3442",3,214,9,214,5269,"reached_max"
"3443",3,188,3,188,1000,"extinction"
"3444",3,203,9,203,5173,"reached_max"
"3445",3,215,9,381,5041,"reached_max"
"3446",3,168,9,168,5363,"reached_max"
"3447",3,124,3,124,1000,"extinction"
"3448",3,541,3,541,1000,"extinction"
"3449",3,118,3,118,1000,"extinction"
"3450",3,623,3,624,1000,"extinction"
"3451",3,523,9,523,5339,"reached_max"
"3452",3,165,3,165,1000,"extinction"
"3453",3,358,9,358,5069,"reached_max"
"3454",3,103,9,103,5161,"reached_max"
"3455",3,558,3,558,1000,"extinction"
"3456",3,119,9,119,5299,"reached_max"
"3457",3,240,3,240,1000,"extinction"
"3458",3,796,3,796,1000,"extinction"
"3459",3,128,9,128,5285,"reached_max"
"3460",3,117,9,117,5231,"reached_max"
"3461",3,126,9,126,5208,"reached_max"
"3462",3,326,8,654,5160,"reached_max"
"3463",3,231,7,413,5020,"reached_max"
"3464",3,120,9,120,5148,"reached_max"
"3465",3,1002,6,1002,1000,"medium"
"3466",3,120,3,120,1000,"extinction"
"3467",3,248,3,249,1000,"extinction"
"3468",3,186,3,186,1000,"extinction"
"3469",3,190,3,190,1000,"extinction"
"3470",3,476,3,476,1000,"extinction"
"3471",3,85,3,85,1000,"extinction"
"3472",3,123,9,123,5069,"reached_max"
"3473",3,114,9,114,5400,"reached_max"
"3474",3,922,3,922,1000,"extinction"
"3475",3,554,3,554,1000,"extinction"
"3476",3,148,9,148,5149,"reached_max"
"3477",3,105,3,105,1000,"extinction"
"3478",3,116,9,116,5337,"reached_max"
"3479",3,192,3,192,1000,"extinction"
"3480",3,67,3,67,1000,"extinction"
"3481",3,319,3,319,1000,"extinction"
"3482",3,761,3,761,1000,"extinction"
"3483",3,69,7,612,5072,"reached_max"
"3484",3,1002,6,1002,1000,"medium"
"3485",3,103,9,103,5162,"reached_max"
"3486",3,1002,6,1002,1000,"medium"
"3487",3,941,3,941,1000,"extinction"
"3488",3,174,3,174,1000,"extinction"
"3489",3,489,3,489,1000,"extinction"
"3490",3,79,3,79,1000,"extinction"
"3491",3,65,3,65,1000,"extinction"
"3492",3,116,9,503,5228,"reached_max"
"3493",3,73,3,73,1000,"extinction"
"3494",3,225,7,532,5247,"reached_max"
"3495",3,153,9,153,5454,"reached_max"
"3496",3,235,3,235,1000,"extinction"
"3497",3,695,3,695,1000,"extinction"
"3498",3,139,3,139,1000,"extinction"
"3499",3,127,9,127,5107,"reached_max"
"3500",3,96,3,96,1000,"extinction"
"3501",3,519,3,519,1000,"extinction"
"3502",3,453,9,453,5192,"reached_max"
"3503",3,80,9,80,5048,"reached_max"
"3504",3,154,9,154,5105,"reached_max"
"3505",3,114,3,114,1000,"extinction"
"3506",3,171,3,171,1000,"extinction"
"3507",3,1002,6,1002,1000,"medium"
"3508",3,676,3,676,1000,"extinction"
"3509",3,164,9,164,5235,"reached_max"
"3510",3,305,3,305,1000,"extinction"
"3511",3,76,3,77,1000,"extinction"
"3512",3,137,9,137,5412,"reached_max"
"3513",3,457,3,457,1000,"extinction"
"3514",3,1002,6,1002,1000,"medium"
"3515",3,244,3,244,1000,"extinction"
"3516",3,93,9,93,5209,"reached_max"
"3517",3,95,9,95,5484,"reached_max"
"3518",3,63,3,63,1000,"extinction"
"3519",3,119,9,119,5228,"reached_max"
"3520",3,143,9,143,5300,"reached_max"
"3521",3,684,3,684,1000,"extinction"
"3522",3,194,9,194,5266,"reached_max"
"3523",3,582,3,582,1000,"extinction"
"3524",3,1002,6,1002,1000,"medium"
"3525",3,213,9,213,5223,"reached_max"
"3526",3,721,3,721,1000,"extinction"
"3527",3,366,3,366,1000,"extinction"
"3528",3,185,9,185,5177,"reached_max"
"3529",3,312,3,313,1000,"extinction"
"3530",3,130,9,130,5055,"reached_max"
"3531",3,320,9,524,5085,"reached_max"
"3532",3,91,3,91,1000,"extinction"
"3533",3,367,3,367,1000,"extinction"
"3534",3,315,3,315,1000,"extinction"
"3535",3,160,9,160,5252,"reached_max"
"3536",3,455,3,455,1000,"extinction"
"3537",3,266,3,266,1000,"extinction"
"3538",3,407,3,407,1000,"extinction"
"3539",3,447,3,447,1000,"extinction"
"3540",3,331,3,331,1000,"extinction"
"3541",3,327,3,327,1000,"extinction"
"3542",3,90,3,90,1000,"extinction"
"3543",3,821,3,821,1000,"extinction"
"3544",3,317,3,318,1000,"extinction"
"3545",3,167,9,167,5399,"reached_max"
"3546",3,100,9,100,5205,"reached_max"
"3547",3,1002,6,1002,1000,"medium"
"3548",3,114,9,114,5050,"reached_max"
"3549",3,379,3,379,1000,"extinction"
"3550",3,61,9,268,5191,"reached_max"
"3551",3,281,3,281,1000,"extinction"
"3552",3,366,7,551,5194,"reached_max"
"3553",3,192,9,192,5362,"reached_max"
"3554",3,223,3,223,1000,"extinction"
"3555",3,1002,6,1002,1000,"medium"
"3556",3,399,3,399,1000,"extinction"
"3557",3,593,3,593,1000,"extinction"
"3558",3,156,9,156,5137,"reached_max"
"3559",3,128,3,128,1000,"extinction"
