"migration_per_gen","fitnessAa","number_of_generations","min_size","min_gen","final_pop_size","p_final","success"
4,0.9,49,8,49,8,1,1
4,0.9,3597,8,3597,8,1,1
4,0.9,544,8,544,8,1,1
4,0.9,2000,7,2000,7,1,1
4,0.9,1142,7,1142,7,1,1
4,0.9,158,6,158,6,1,1
4,0.9,384,6,384,6,1,1
4,0.9,282,6,282,6,1,1
4,0.9,3896,8,3896,8,1,1
4,0.9,4424,7,4424,7,1,1
4,0.9,2176,5,2176,5,1,1
4,0.9,1820,8,1820,8,1,1
4,0.9,320,8,320,8,1,1
4,0.9,1158,8,1158,8,1,1
4,0.9,598,7,598,7,1,1
4,0.9,531,8,531,8,1,1
4,0.9,2546,7,2546,7,1,1
4,0.9,79,4,79,4,1,1
4,0.9,880,8,880,8,0.9375,1
4,0.9,5107,8,5107,8,1,1
4,0.9,654,8,654,8,1,1
4,0.9,660,6,660,6,1,1
4,0.9,1185,8,1185,8,1,1
4,0.9,459,8,459,8,1,1
4,0.9,5040,8,5040,8,1,1
4,0.9,564,8,564,8,1,1
4,0.9,512,7,512,7,1,1
4,0.9,554,6,554,6,1,1
4,0.9,2588,7,2588,7,0.928571428571429,1
4,0.9,224,8,224,8,1,1
4,0.9,2063,7,2063,7,0.928571428571429,1
4,0.9,287,8,287,8,1,1
4,0.9,244,6,244,6,1,1
4,0.9,4128,8,4128,8,1,1
4,0.9,322,8,322,8,1,1
4,0.9,131,8,131,8,1,1
4,0.9,477,8,477,8,1,1
4,0.9,614,7,614,7,1,1
4,0.9,428,8,428,8,1,1
4,0.9,895,7,895,7,1,1
4,0.9,270,5,270,5,1,1
4,0.9,1088,7,1088,7,1,1
4,0.9,3691,8,3691,8,1,1
4,0.9,1701,7,1701,7,1,1
4,0.9,1594,6,1594,6,1,1
4,0.9,551,6,551,6,1,1
4,0.9,330,6,330,6,1,1
4,0.9,655,8,655,8,1,1
4,0.9,4016,7,4016,7,1,1
4,0.9,4447,8,4447,8,1,1
4,0.9,54,8,54,8,1,1
4,0.9,1348,6,1348,6,1,1
4,0.9,1014,8,1014,8,1,1
4,0.9,2587,8,2587,8,1,1
4,0.9,2848,6,2848,6,1,1
4,0.9,705,8,705,8,1,1
4,0.9,1705,7,1705,7,1,1
4,0.9,2765,6,2765,6,1,1
4,0.9,485,6,485,6,1,1
4,0.9,2154,2,2154,2,1,1
4,0.9,3966,8,3966,8,1,1
4,0.9,285,8,285,8,1,1
4,0.9,1556,6,1556,6,1,1
4,0.9,359,7,359,7,1,1
4,0.9,9253,7,9253,7,1,1
4,0.9,745,8,745,8,1,1
4,0.9,2187,6,2187,6,0.916666666666667,1
4,0.9,167,8,167,8,1,1
4,0.9,1424,7,1424,7,1,1
4,0.9,2324,8,2324,8,1,1
4,0.9,3455,8,3455,8,1,1
4,0.9,812,7,812,7,1,1
4,0.9,1834,7,1834,7,1,1
4,0.9,1849,6,1849,6,1,1
4,0.9,1674,8,1674,8,1,1
4,0.9,5306,7,5306,7,1,1
4,0.9,422,7,422,7,1,1
4,0.9,976,6,976,6,1,1
4,0.9,847,8,847,8,1,1
4,0.9,118,8,118,8,1,1
4,0.9,380,8,380,8,1,1
4,0.9,364,6,364,6,1,1
4,0.9,278,8,278,8,1,1
4,0.9,3248,7,3248,7,1,1
4,0.9,1338,6,1338,6,1,1
4,0.9,5270,8,5270,8,1,1
4,0.9,893,8,893,8,1,1
4,0.9,452,8,452,8,1,1
4,0.9,960,7,960,7,1,1
4,0.9,1652,7,1652,7,1,1
4,0.9,493,7,493,7,1,1
4,0.9,1959,8,1959,8,1,1
4,0.9,895,8,895,8,1,1
4,0.9,2699,7,2699,7,1,1
4,0.9,6991,7,6991,7,1,1
4,0.9,590,8,590,8,1,1
4,0.9,162,7,162,7,1,1
4,0.9,391,8,391,8,1,1
4,0.9,322,8,322,8,1,1
4,0.9,1010,8,1010,8,1,1
4,0.9,978,8,978,8,1,1
4,0.9,999,7,999,7,1,1
4,0.9,635,8,635,8,1,1
4,0.9,887,8,887,8,1,1
4,0.9,124,7,124,7,1,1
4,0.9,214,8,214,8,1,1
4,0.9,1666,8,1666,8,1,1
4,0.9,2117,8,2117,8,1,1
4,0.9,1140,8,1140,8,1,1
4,0.9,2428,8,2428,8,1,1
4,0.9,685,8,685,8,1,1
4,0.9,2122,7,2122,7,1,1
4,0.9,2879,6,2879,6,1,1
4,0.9,1816,8,1816,8,1,1
4,0.9,387,8,387,8,1,1
4,0.9,1393,3,1393,3,1,1
4,0.9,3141,8,3141,8,1,1
4,0.9,2255,8,2255,8,1,1
4,0.9,3301,5,3301,5,1,1
4,0.9,783,5,783,5,1,1
4,0.9,3382,5,3382,5,1,1
4,0.9,401,8,401,8,1,1
4,0.9,318,7,318,7,1,1
4,0.9,469,7,469,7,1,1
4,0.9,1630,7,1630,7,1,1
4,0.9,938,7,938,7,1,1
4,0.9,3161,8,3161,8,1,1
4,0.9,242,8,242,8,1,1
4,0.9,295,8,295,8,1,1
4,0.9,2861,6,2861,6,1,1
4,0.9,1520,8,1520,8,1,1
4,0.9,3028,8,3028,8,0.9375,1
4,0.9,442,8,442,8,1,1
4,0.9,296,6,296,6,1,1
4,0.9,1233,8,1233,8,1,1
4,0.9,1578,6,1578,6,1,1
4,0.9,1590,7,1590,7,1,1
4,0.9,1719,6,1719,6,1,1
4,0.9,1250,8,1250,8,1,1
4,0.9,1634,6,1634,6,1,1
4,0.9,616,8,616,8,1,1
4,0.9,2193,5,2193,5,1,1
4,0.9,862,7,862,7,1,1
4,0.9,1906,7,1906,7,1,1
4,0.9,2691,8,2691,8,1,1
4,0.9,2095,7,2095,7,1,1
4,0.9,1101,7,1101,7,1,1
4,0.9,1147,8,1147,8,1,1
4,0.9,1875,8,1875,8,1,1
4,0.9,4717,7,4717,7,1,1
4,0.9,97,7,97,7,0.928571428571429,1
4,0.9,4415,8,4415,8,1,1
4,0.9,4454,8,4454,8,1,1
4,0.9,948,7,948,7,1,1
4,0.9,514,8,514,8,1,1
4,0.9,408,7,408,7,1,1
4,0.9,790,8,790,8,1,1
4,0.9,2758,6,2758,6,1,1
4,0.9,2092,7,2092,7,1,1
4,0.9,607,8,607,8,1,1
4,0.9,3209,6,3209,6,1,1
4,0.9,4637,7,4637,7,1,1
4,0.9,1484,8,1484,8,0.9375,1
4,0.9,1111,8,1111,8,1,1
4,0.9,382,7,382,7,1,1
4,0.9,791,7,791,7,1,1
4,0.9,877,8,877,8,1,1
4,0.9,135,5,135,5,1,1
4,0.9,553,8,553,8,0.8125,1
4,0.9,3878,7,3878,7,1,1
4,0.9,2120,7,2120,7,1,1
4,0.9,625,7,625,7,1,1
4,0.9,1152,5,1152,5,1,1
4,0.9,873,8,873,8,1,1
4,0.9,545,8,545,8,1,1
4,0.9,4619,8,4619,8,1,1
4,0.9,2167,6,2167,6,1,1
4,0.9,2572,8,2572,8,1,1
4,0.9,494,8,494,8,1,1
4,0.9,381,7,381,7,1,1
4,0.9,506,7,506,7,1,1
4,0.9,359,8,359,8,1,1
4,0.9,307,7,307,7,1,1
4,0.9,1759,8,1759,8,1,1
4,0.9,242,8,242,8,1,1
4,0.9,1959,8,1959,8,1,1
4,0.9,2464,7,2464,7,1,1
4,0.9,2379,8,2379,8,1,1
4,0.9,839,8,839,8,1,1
4,0.9,1079,6,1079,6,1,1
4,0.9,947,7,947,7,1,1
4,0.9,3203,8,3203,8,1,1
4,0.9,141,8,141,8,1,1
4,0.9,1229,7,1229,7,1,1
4,0.9,87,8,87,8,1,1
4,0.9,140,8,140,8,1,1
4,0.9,1612,7,1612,7,1,1
4,0.9,2165,6,2165,6,1,1
4,0.9,1083,8,1083,8,1,1
4,0.9,212,8,212,8,1,1
4,0.9,158,7,158,7,1,1
4,0.9,139,8,139,8,1,1
4,0.9,820,7,820,7,1,1
4,0.9,644,8,644,8,1,1
4,0.9,310,6,310,6,1,1
4,0.9,534,8,534,8,1,1
4,0.9,659,7,659,7,1,1
4,0.9,2338,8,2338,8,1,1
4,0.9,724,8,724,8,1,1
4,0.9,2225,7,2225,7,1,1
4,0.9,188,6,188,6,1,1
4,0.9,857,7,857,7,1,1
4,0.9,1097,7,1097,7,1,1
4,0.9,556,8,556,8,1,1
4,0.9,168,8,168,8,1,1
4,0.9,1209,7,1209,7,1,1
4,0.9,3581,8,3581,8,1,1
4,0.9,2173,6,2173,6,1,1
4,0.9,1099,8,1099,8,1,1
4,0.9,1396,7,1396,7,1,1
4,0.9,262,6,262,6,0.916666666666667,1
4,0.9,644,8,644,8,1,1
4,0.9,2124,8,2124,8,1,1
4,0.9,1076,8,1076,8,1,1
4,0.9,488,8,488,8,1,1
4,0.9,838,8,838,8,1,1
4,0.9,5912,6,5912,6,1,1
4,0.9,1080,8,1080,8,1,1
4,0.9,758,6,758,6,1,1
4,0.9,1474,6,1474,6,1,1
4,0.9,388,8,388,8,1,1
4,0.9,1150,8,1150,8,1,1
4,0.9,399,8,399,8,1,1
4,0.9,544,7,544,7,1,1
4,0.9,87,6,87,6,1,1
4,0.9,144,8,144,8,1,1
4,0.9,549,8,549,8,1,1
4,0.9,956,7,956,7,1,1
4,0.9,3599,8,3599,8,1,1
4,0.9,2353,6,2353,6,1,1
4,0.9,1059,7,1059,7,1,1
4,0.9,182,7,182,7,1,1
4,0.9,2245,7,2245,7,1,1
4,0.9,675,8,675,8,1,1
4,0.9,922,8,922,8,1,1
4,0.9,1505,7,1505,7,1,1
4,0.9,444,6,444,6,1,1
4,0.9,1702,4,1702,4,1,1
4,0.9,2554,8,2554,8,1,1
4,0.9,1539,5,1539,5,1,1
4,0.9,3388,6,3388,6,1,1
4,0.9,2464,8,2464,8,1,1
4,0.9,4672,8,4672,8,1,1
4,0.9,3605,8,3605,8,1,1
4,0.9,842,5,842,5,1,1
4,0.9,453,8,453,8,1,1
4,0.9,4231,8,4231,8,1,1
4,0.9,2138,8,2138,8,1,1
4,0.9,1749,4,1749,4,0.625,1
4,0.9,1932,8,1932,8,1,1
4,0.9,152,7,152,7,1,1
4,0.9,921,8,921,8,1,1
4,0.9,3001,8,3001,8,1,1
4,0.9,1137,8,1137,8,1,1
4,0.9,3546,7,3546,7,1,1
4,0.9,76,8,76,8,1,1
4,0.9,748,7,748,7,1,1
4,0.9,827,8,827,8,1,1
4,0.9,945,8,945,8,1,1
4,0.9,2201,6,2201,6,1,1
4,0.9,1070,8,1070,8,1,1
4,0.9,1037,8,1037,8,1,1
4,0.9,1666,8,1666,8,1,1
4,0.9,122,8,122,8,1,1
4,0.9,1516,8,1516,8,1,1
4,0.9,1610,8,1610,8,1,1
4,0.9,532,8,532,8,1,1
4,0.9,449,7,449,7,1,1
4,0.9,2978,8,2978,8,0.875,1
4,0.9,2787,8,2787,8,1,1
4,0.9,300,8,300,8,1,1
4,0.9,2182,8,2182,8,1,1
4,0.9,266,8,266,8,1,1
4,0.9,547,8,547,8,1,1
4,0.9,527,8,527,8,1,1
4,0.9,143,6,143,6,1,1
4,0.9,2298,6,2298,6,1,1
4,0.9,533,8,533,8,1,1
4,0.9,2912,6,2912,6,1,1
4,0.9,1912,6,1912,6,1,1
4,0.9,1331,6,1331,6,1,1
4,0.9,2849,8,2849,8,1,1
4,0.9,1805,8,1805,8,1,1
4,0.9,424,8,424,8,1,1
4,0.9,554,8,554,8,1,1
4,0.9,175,8,175,8,1,1
4,0.9,640,8,640,8,1,1
4,0.9,506,8,506,8,1,1
4,0.9,6785,8,6785,8,1,1
4,0.9,284,6,284,6,1,1
4,0.9,884,6,884,6,1,1
4,0.9,1788,8,1788,8,1,1
4,0.9,345,8,345,8,1,1
4,0.9,641,6,641,6,1,1
4,0.9,2349,8,2349,8,0.9375,1
4,0.9,450,8,450,8,1,1
4,0.9,3211,8,3211,8,1,1
4,0.9,1157,6,1157,6,1,1
4,0.9,2347,6,2347,6,1,1
4,0.9,1457,8,1457,8,1,1
4,0.9,3971,6,3971,6,1,1
4,0.9,348,7,348,7,1,1
4,0.9,3387,4,3387,4,1,1
4,0.9,292,8,292,8,1,1
4,0.9,348,8,348,8,1,1
4,0.9,1381,7,1381,7,1,1
4,0.9,1272,8,1272,8,1,1
4,0.9,937,6,937,6,1,1
4,0.9,244,8,244,8,1,1
4,0.9,521,6,521,6,1,1
4,0.9,181,7,181,7,1,1
4,0.9,845,8,845,8,1,1
4,0.9,76,7,76,7,1,1
4,0.9,4730,7,4730,7,1,1
4,0.9,1137,7,1137,7,1,1
4,0.9,1318,8,1318,8,1,1
4,0.9,1961,8,1961,8,1,1
4,0.9,287,8,287,8,1,1
4,0.9,403,8,403,8,1,1
4,0.9,4948,7,4948,7,1,1
4,0.9,369,8,369,8,1,1
4,0.9,2548,7,2548,7,1,1
4,0.9,868,8,868,8,1,1
4,0.9,1113,8,1113,8,1,1
4,0.9,367,7,367,7,1,1
4,0.9,1017,7,1017,7,1,1
4,0.9,190,6,190,6,1,1
4,0.9,49,8,49,8,1,1
4,0.9,498,8,498,8,1,1
4,0.9,1945,8,1945,8,1,1
4,0.9,3739,7,3739,7,1,1
4,0.9,1556,7,1556,7,1,1
4,0.9,3528,7,3528,7,1,1
4,0.9,484,8,484,8,1,1
4,0.9,453,8,453,8,1,1
4,0.9,2337,8,2337,8,1,1
4,0.9,325,8,325,8,1,1
4,0.9,226,8,226,8,1,1
4,0.9,941,8,941,8,1,1
4,0.9,2025,6,2025,6,1,1
4,0.9,3827,8,3827,8,1,1
4,0.9,1416,6,1416,6,1,1
4,0.9,1095,5,1095,5,1,1
4,0.9,524,8,524,8,1,1
4,0.9,2582,6,2582,6,0.833333333333333,1
4,0.9,1399,9,533,1569,0.0200764818355641,3
4,0.9,2292,8,2292,8,1,1
4,0.9,3624,7,3624,7,1,1
4,0.9,1862,8,1862,8,1,1
4,0.9,2458,7,2458,7,1,1
4,0.9,1754,8,1754,8,1,1
4,0.9,373,8,373,8,1,1
4,0.9,2461,8,2461,8,1,1
4,0.9,4768,7,4768,7,1,1
4,0.9,322,8,322,8,1,1
4,0.9,3955,7,3955,7,1,1
4,0.9,5329,8,5329,8,1,1
4,0.9,490,6,490,6,1,1
4,0.9,522,8,522,8,1,1
4,0.9,131,5,131,5,1,1
4,0.9,285,8,285,8,1,1
4,0.9,282,8,282,8,1,1
4,0.9,2960,7,2960,7,1,1
4,0.9,1534,8,1534,8,1,1
4,0.9,739,6,739,6,1,1
4,0.9,1114,10,705,1572,0.0263994910941476,3
4,0.9,1945,8,1945,8,1,1
4,0.9,1943,4,1943,4,1,1
4,0.9,945,5,945,5,1,1
4,0.9,1886,7,1886,7,1,1
4,0.9,337,7,337,7,1,1
4,0.9,1858,8,1858,8,1,1
4,0.9,347,8,347,8,1,1
4,0.9,7660,5,7660,5,1,1
4,0.9,1979,7,1979,7,1,1
4,0.9,1363,7,1363,7,1,1
4,0.9,814,7,814,7,1,1
4,0.9,328,7,328,7,1,1
4,0.9,6097,8,6097,8,1,1
4,0.9,2611,8,2611,8,1,1
4,0.9,558,8,558,8,1,1
4,0.9,1379,7,1379,7,1,1
4,0.9,2861,6,2861,6,1,1
4,0.9,519,8,519,8,1,1
4,0.9,252,5,252,5,1,1
4,0.9,649,8,649,8,1,1
4,0.9,1086,8,1086,8,1,1
4,0.9,3542,7,3542,7,1,1
4,0.9,1441,8,1441,8,1,1
4,0.9,1560,8,1560,8,1,1
4,0.9,1102,8,1102,8,1,1
4,0.9,1291,7,1291,7,1,1
4,0.9,4128,8,4128,8,1,1
4,0.9,798,8,798,8,1,1
4,0.9,970,7,970,7,1,1
4,0.9,5042,6,5042,6,1,1
4,0.9,4777,7,4777,7,1,1
4,0.9,196,6,196,6,1,1
4,0.9,1878,5,1878,5,1,1
4,0.9,773,6,773,6,1,1
4,0.9,1739,7,1739,7,1,1
4,0.9,949,8,949,8,1,1
4,0.9,841,8,841,8,0.9375,1
4,0.9,911,6,911,6,1,1
4,0.9,4542,7,4542,7,1,1
4,0.9,142,8,142,8,1,1
4,0.9,742,8,742,8,1,1
4,0.9,344,8,344,8,1,1
4,0.9,135,8,135,8,1,1
4,0.9,1318,8,1318,8,1,1
4,0.9,187,7,187,7,1,1
4,0.9,6686,8,6686,8,1,1
4,0.9,4364,6,4364,6,1,1
4,0.9,645,8,645,8,1,1
4,0.9,130,7,130,7,1,1
4,0.9,2222,8,2222,8,1,1
4,0.9,178,8,178,8,1,1
4,0.9,277,8,277,8,1,1
4,0.9,1413,3,1413,3,1,1
4,0.9,148,7,148,7,1,1
4,0.9,320,6,320,6,1,1
4,0.9,1533,7,1533,7,1,1
4,0.9,6435,8,6435,8,1,1
4,0.9,403,8,403,8,1,1
4,0.9,1224,8,1224,8,1,1
4,0.9,560,6,560,6,1,1
4,0.9,1310,8,1310,8,1,1
4,0.9,832,8,832,8,1,1
4,0.9,1602,8,1602,8,1,1
4,0.9,735,8,735,8,1,1
4,0.9,4746,8,4746,8,1,1
4,0.9,201,8,201,8,1,1
4,0.9,1090,8,1090,8,1,1
4,0.9,4935,8,4935,8,1,1
4,0.9,3806,8,3806,8,1,1
4,0.9,386,8,386,8,1,1
4,0.9,4445,7,4445,7,1,1
4,0.9,2225,8,2225,8,1,1
4,0.9,1382,7,1382,7,1,1
4,0.9,636,7,636,7,1,1
4,0.9,3957,7,3957,7,1,1
4,0.9,801,7,801,7,1,1
4,0.9,2367,5,2367,5,1,1
4,0.9,1285,8,1285,8,1,1
4,0.9,115,62,59,1605,0.0302180685358255,3
4,0.9,322,8,322,8,1,1
4,0.9,3577,8,3577,8,1,1
4,0.9,476,8,476,8,1,1
4,0.9,2098,8,2098,8,1,1
4,0.9,2409,8,2409,8,1,1
4,0.9,820,8,820,8,1,1
4,0.9,3227,7,3227,7,1,1
4,0.9,375,7,375,7,1,1
4,0.9,448,8,448,8,1,1
4,0.9,585,5,585,5,1,1
4,0.9,48,6,48,6,1,1
4,0.9,505,8,505,8,1,1
4,0.9,1952,8,1952,8,1,1
4,0.9,5073,7,5073,7,1,1
4,0.9,3418,8,3418,8,1,1
4,0.9,645,3,645,3,1,1
4,0.9,684,8,684,8,1,1
4,0.9,1507,8,1507,8,1,1
4,0.9,1390,8,1390,8,1,1
4,0.9,98,8,98,8,1,1
4,0.9,269,7,269,7,1,1
4,0.9,2335,7,2335,7,1,1
4,0.9,1480,8,1480,8,1,1
4,0.9,1089,8,1089,8,1,1
4,0.9,1157,8,1157,8,1,1
4,0.9,485,7,485,7,1,1
4,0.9,2546,8,2546,8,1,1
4,0.9,986,7,986,7,1,1
4,0.9,3896,8,3896,8,1,1
4,0.9,213,8,213,8,1,1
4,0.9,67,6,67,6,1,1
4,0.9,1242,7,1242,7,1,1
4,0.9,2272,6,2272,6,1,1
4,0.9,497,4,497,4,1,1
4,0.9,2050,8,2050,8,0.875,1
4,0.9,4976,6,4976,6,1,1
4,0.9,1936,8,1936,8,1,1
4,0.9,5875,5,5875,5,1,1
4,0.9,683,7,683,7,1,1
4,0.9,5049,7,5049,7,1,1
4,0.9,251,8,251,8,1,1
4,0.9,653,12,341,1629,0.0359116022099447,3
4,0.9,1722,6,1722,6,1,1
4,0.9,2293,5,2293,5,1,1
4,0.9,707,6,707,6,1,1
4,0.9,2330,8,2330,8,1,1
4,0.9,4975,8,4975,8,1,1
4,0.9,611,7,611,7,1,1
4,0.9,167,8,167,8,1,1
4,0.9,5351,8,5351,8,1,1
4,0.9,925,8,925,8,1,1
4,0.9,199,8,199,8,1,1
4,0.9,1072,8,1072,8,1,1
4,0.9,3906,8,3906,8,1,1
4,0.9,195,8,195,8,1,1
4,0.9,449,6,449,6,1,1
4,0.9,214,8,214,8,1,1
4,0.9,616,8,616,8,1,1
4,0.9,214,7,214,7,1,1
4,0.9,3007,8,3007,8,1,1
4,0.9,5754,7,5754,7,1,1
4,0.9,961,8,961,8,1,1
4,0.9,88,7,88,7,1,1
4,0.9,108,7,108,7,1,1
4,0.9,162,6,162,6,1,1
4,0.9,322,8,322,8,1,1
4,0.9,1575,7,1575,7,1,1
4,0.9,1508,7,1508,7,1,1
4,0.9,271,7,271,7,1,1
4,0.9,1518,8,1518,8,1,1
4,0.9,1027,7,1027,7,1,1
4,0.9,306,8,306,8,1,1
4,0.9,741,7,741,7,1,1
4,0.9,4551,8,4551,8,1,1
4,0.9,2812,8,2812,8,1,1
4,0.9,1219,8,1219,8,1,1
4,0.9,1191,8,1191,8,1,1
4,0.9,272,6,272,6,1,1
4,0.9,295,7,295,7,1,1
4,0.9,263,7,263,7,1,1
4,0.9,787,6,787,6,1,1
4,0.9,208,8,208,8,1,1
4,0.9,4940,5,4940,5,0.9,1
4,0.9,245,7,245,7,1,1
4,0.9,562,7,562,7,1,1
4,0.9,837,5,837,5,1,1
4,0.9,1483,8,1483,8,1,1
4,0.9,1119,7,1119,7,1,1
4,0.9,305,7,305,7,1,1
4,0.9,398,4,398,4,1,1
4,0.9,561,6,561,6,1,1
4,0.9,2437,8,2437,8,1,1
4,0.9,3879,6,3879,6,1,1
4,0.9,343,8,343,8,1,1
4,0.9,454,8,454,8,1,1
4,0.9,4272,8,4272,8,1,1
4,0.9,1661,8,1661,8,1,1
4,0.9,1048,8,1048,8,1,1
4,0.9,767,8,767,8,1,1
4,0.9,653,8,653,8,1,1
4,0.9,2651,8,2651,8,1,1
4,0.9,262,8,262,8,1,1
4,0.9,250,7,250,7,1,1
4,0.9,2193,8,2193,8,1,1
4,0.9,3959,6,3959,6,1,1
4,0.9,299,7,299,7,1,1
4,0.9,1800,6,1800,6,1,1
4,0.9,184,7,184,7,1,1
4,0.9,491,8,491,8,1,1
4,0.9,470,8,470,8,1,1
4,0.9,142,6,142,6,1,1
4,0.9,486,6,486,6,1,1
4,0.9,267,5,267,5,1,1
4,0.9,402,8,402,8,1,1
4,0.9,540,8,540,8,1,1
4,0.9,3015,6,3015,6,1,1
4,0.9,328,7,328,7,1,1
4,0.9,2469,7,2469,7,1,1
4,0.9,404,8,404,8,1,1
4,0.9,1356,8,1356,8,1,1
4,0.9,2149,5,2149,5,1,1
4,0.9,1421,8,1421,8,1,1
4,0.9,494,7,494,7,1,1
4,0.9,61,7,61,7,1,1
4,0.9,1469,6,1469,6,1,1
4,0.9,1424,8,1424,8,1,1
4,0.9,153,8,153,8,1,1
4,0.9,1281,8,1281,8,1,1
4,0.9,2921,4,2921,4,1,1
4,0.9,2286,8,2286,8,1,1
4,0.9,345,8,345,8,1,1
4,0.9,2985,6,2985,6,1,1
4,0.9,165,5,165,5,1,1
4,0.9,4015,5,4015,5,1,1
4,0.9,1813,8,1813,8,1,1
4,0.9,662,8,662,8,1,1
4,0.9,1451,7,1451,7,1,1
4,0.9,2927,6,2927,6,1,1
4,0.9,2029,8,2029,8,1,1
4,0.9,68,7,68,7,1,1
4,0.9,161,5,161,5,0.9,1
4,0.9,1626,8,1626,8,1,1
4,0.9,293,8,293,8,1,1
4,0.9,630,6,630,6,1,1
4,0.9,1719,7,1719,7,1,1
4,0.9,1065,8,1065,8,1,1
4,0.9,6205,7,6205,7,1,1
4,0.9,3567,8,3567,8,1,1
4,0.9,1238,8,1238,8,0.9375,1
4,0.9,316,7,316,7,1,1
4,0.9,4700,6,4700,6,1,1
4,0.9,1374,7,1374,7,1,1
4,0.9,3851,7,3851,7,1,1
4,0.9,2635,8,2635,8,1,1
4,0.9,310,6,310,6,1,1
4,0.9,2126,8,2126,8,1,1
4,0.9,276,7,276,7,1,1
4,0.9,123,7,123,7,1,1
4,0.9,558,8,558,8,1,1
4,0.9,982,8,982,8,1,1
4,0.9,5082,8,5082,8,1,1
4,0.9,1043,6,1043,6,1,1
4,0.9,1994,8,1994,8,1,1
4,0.9,1501,8,1501,8,1,1
4,0.9,5147,8,5147,8,1,1
4,0.9,2047,6,2047,6,1,1
4,0.9,772,8,772,8,1,1
4,0.9,3557,8,3557,8,1,1
4,0.9,1490,8,1490,8,1,1
4,0.9,1842,8,1842,8,1,1
4,0.9,1377,5,1377,5,1,1
4,0.9,5318,6,5318,6,1,1
4,0.9,1530,8,1530,8,1,1
4,0.9,2178,8,2178,8,1,1
4,0.9,540,8,540,8,1,1
4,0.9,2462,8,2462,8,1,1
4,0.9,90,7,90,7,1,1
4,0.9,1445,7,1445,7,1,1
4,0.9,1117,8,1117,8,1,1
4,0.9,784,6,784,6,1,1
4,0.9,58,8,58,8,1,1
4,0.9,1147,8,1147,8,1,1
4,0.9,1390,7,1390,7,1,1
4,0.9,1530,5,1530,5,0.9,1
4,0.9,1420,7,1420,7,1,1
4,0.9,5715,8,5715,8,1,1
4,0.9,391,6,391,6,1,1
4,0.9,2536,6,2536,6,1,1
4,0.9,816,7,816,7,1,1
4,0.9,97,8,97,8,1,1
4,0.9,286,8,286,8,1,1
4,0.9,67,7,67,7,1,1
4,0.9,361,6,361,6,1,1
4,0.9,1836,8,1836,8,1,1
4,0.9,365,8,365,8,1,1
4,0.9,247,7,247,7,1,1
4,0.9,4270,8,4270,8,1,1
4,0.9,102,7,102,7,1,1
4,0.9,2655,7,2655,7,1,1
4,0.9,1705,8,1705,8,1,1
4,0.9,2223,8,2223,8,1,1
4,0.9,2308,8,2308,8,1,1
4,0.9,4442,8,4442,8,1,1
4,0.9,708,8,708,8,1,1
4,0.9,1274,8,1274,8,1,1
4,0.9,897,7,897,7,1,1
4,0.9,1592,8,1592,8,1,1
4,0.9,397,7,397,7,1,1
4,0.9,1323,8,1323,8,1,1
4,0.9,1714,6,1714,6,1,1
4,0.9,1496,6,1496,6,1,1
4,0.9,1095,7,1095,7,1,1
4,0.9,1336,8,1336,8,1,1
4,0.9,2257,7,2257,7,1,1
4,0.9,2595,8,2595,8,1,1
4,0.9,154,5,154,5,1,1
4,0.9,345,8,345,8,1,1
4,0.9,805,7,805,7,1,1
4,0.9,188,7,188,7,1,1
4,0.9,320,8,320,8,1,1
4,0.9,573,8,573,8,1,1
4,0.9,600,7,600,7,1,1
4,0.9,819,8,819,8,1,1
4,0.9,2511,8,2511,8,1,1
4,0.9,639,8,639,8,1,1
4,0.9,2642,6,2642,6,1,1
4,0.9,517,8,517,8,1,1
4,0.9,277,6,277,6,1,1
4,0.9,6825,8,6825,8,1,1
4,0.9,315,5,315,5,1,1
4,0.9,2534,4,2534,4,1,1
4,0.9,2294,8,2294,8,1,1
4,0.9,945,6,945,6,1,1
4,0.9,5790,8,5790,8,1,1
4,0.9,363,8,363,8,1,1
4,0.9,1429,7,1429,7,1,1
4,0.9,855,7,855,7,1,1
4,0.9,497,8,497,8,1,1
4,0.9,1241,7,1241,7,1,1
4,0.9,209,7,209,7,1,1
4,0.9,681,8,681,8,1,1
4,0.9,2634,6,2634,6,1,1
4,0.9,794,7,794,7,1,1
4,0.9,992,7,992,7,1,1
4,0.9,456,7,456,7,1,1
4,0.9,1662,8,1662,8,1,1
4,0.9,109,6,109,6,1,1
4,0.9,182,6,182,6,1,1
4,0.9,3120,8,3120,8,1,1
4,0.9,248,8,248,8,1,1
4,0.9,951,4,951,4,1,1
4,0.9,8049,8,8049,8,1,1
4,0.9,577,7,577,7,1,1
4,0.9,1089,7,1089,7,1,1
4,0.9,6529,8,6529,8,1,1
4,0.9,645,8,645,8,1,1
4,0.9,5633,8,5633,8,1,1
4,0.9,1614,4,1614,4,1,1
4,0.9,1082,8,1082,8,1,1
4,0.9,79,8,79,8,1,1
4,0.9,1259,8,1259,8,1,1
4,0.9,228,7,228,7,0.928571428571429,1
4,0.9,2522,5,2522,5,1,1
4,0.9,462,7,462,7,1,1
4,0.9,1805,8,1805,8,1,1
4,0.9,373,8,373,8,1,1
4,0.9,3627,6,3627,6,1,1
4,0.9,1978,7,1978,7,1,1
4,0.9,967,8,967,8,1,1
4,0.9,1003,8,1003,8,1,1
4,0.9,1703,8,1703,8,1,1
4,0.9,420,8,420,8,1,1
