"migration_per_gen","fitnessAa","number_of_generations","min_size","min_gen","final_pop_size","p_final","success"
6,0.9,10001,13,3714,45,1,2
6,0.9,10001,14,8225,90,0.988888888888889,2
6,0.9,3003,12,3003,12,1,1
6,0.9,4963,12,4963,12,1,1
6,0.9,3633,12,3633,12,1,1
6,0.9,10001,13,3246,46,1,2
6,0.9,10001,14,8183,57,1,2
6,0.9,5654,10,5654,10,1,1
6,0.9,10001,15,163,79,1,2
6,0.9,10001,13,5218,61,1,2
6,0.9,2438,11,2438,11,1,1
6,0.9,6903,12,6903,12,0.833333333333333,1
6,0.9,91,12,91,12,1,1
6,0.9,7979,12,7979,12,1,1
6,0.9,10001,15,9424,47,1,2
6,0.9,10001,14,5391,54,1,2
6,0.9,10001,17,6315,77,1,2
6,0.9,10001,17,2911,114,1,2
6,0.9,6446,12,6446,12,1,1
6,0.9,8885,12,8885,12,1,1
6,0.9,3667,12,3667,12,1,1
6,0.9,10001,14,810,31,1,2
6,0.9,10001,16,986,76,1,2
6,0.9,6697,11,6697,11,1,1
6,0.9,7993,11,7993,11,1,1
6,0.9,7970,10,7970,10,1,1
6,0.9,10001,13,5135,35,1,2
6,0.9,10001,14,3174,50,1,2
6,0.9,10001,14,2720,33,1,2
6,0.9,5748,12,5748,12,1,1
6,0.9,1485,12,1485,12,1,1
6,0.9,10001,16,6879,69,1,2
6,0.9,5617,12,5617,12,1,1
6,0.9,10001,13,6923,44,1,2
6,0.9,10001,13,4547,75,1,2
6,0.9,10001,15,7064,78,1,2
6,0.9,10001,16,2928,36,1,2
6,0.9,10001,16,8949,55,1,2
6,0.9,10001,14,8025,50,1,2
6,0.9,10001,15,4350,40,1,2
6,0.9,10001,13,6799,84,1,2
6,0.9,2771,10,2771,10,1,1
6,0.9,10001,17,3869,39,0.974358974358974,2
6,0.9,3006,12,3006,12,1,1
6,0.9,3680,12,3680,12,1,1
6,0.9,3080,12,3080,12,1,1
6,0.9,10001,15,7688,66,0.954545454545455,2
6,0.9,4205,11,4205,11,1,1
6,0.9,10001,14,8317,54,0.990740740740741,2
6,0.9,10001,15,8227,76,1,2
6,0.9,7610,12,7610,12,1,1
6,0.9,3355,12,3355,12,1,1
6,0.9,10001,13,3732,77,1,2
6,0.9,10001,13,5020,78,1,2
6,0.9,10001,13,1687,54,1,2
6,0.9,4447,12,4447,12,1,1
6,0.9,9079,11,9079,11,1,1
6,0.9,6090,12,6090,12,0.958333333333333,1
6,0.9,10001,14,1397,79,1,2
6,0.9,10001,15,3677,48,1,2
6,0.9,10001,14,9252,42,1,2
6,0.9,4427,10,4427,10,1,1
6,0.9,10001,13,4260,42,1,2
6,0.9,10001,13,5575,74,0.986486486486487,2
6,0.9,3371,11,3371,11,1,1
6,0.9,10001,17,2191,71,1,2
6,0.9,6576,17,5577,1563,0.0518234165067179,3
6,0.9,10001,13,2556,45,1,2
6,0.9,10001,13,5478,49,1,2
6,0.9,10001,13,1815,58,1,2
6,0.9,10001,14,4183,61,0.918032786885246,2
6,0.9,10001,13,4426,55,1,2
6,0.9,10001,17,3077,55,1,2
6,0.9,10001,15,4503,69,0.963768115942029,2
6,0.9,10001,15,6549,55,1,2
6,0.9,1821,11,1821,11,1,1
6,0.9,9831,8,9831,8,1,1
6,0.9,10001,13,4210,78,1,2
6,0.9,10001,16,1074,68,1,2
6,0.9,10001,13,1193,52,1,2
6,0.9,10001,14,4609,65,0.976923076923077,2
6,0.9,10001,16,3261,113,0.991150442477876,2
6,0.9,3139,9,3139,9,1,1
6,0.9,4439,12,4439,12,1,1
6,0.9,10001,14,2361,45,0.977777777777778,2
6,0.9,10001,17,4432,49,1,2
6,0.9,779,12,779,12,1,1
6,0.9,2421,8,2421,8,1,1
6,0.9,10001,13,4312,37,1,2
6,0.9,10001,13,6033,63,0.944444444444444,2
6,0.9,10001,14,6808,56,1,2
6,0.9,10001,13,2781,37,1,2
6,0.9,9184,12,9184,12,1,1
6,0.9,5534,11,5534,11,1,1
6,0.9,5197,10,5197,10,1,1
6,0.9,10001,16,7025,77,1,2
6,0.9,10001,13,4862,53,0.952830188679245,2
6,0.9,1390,10,1390,10,1,1
6,0.9,10001,14,7529,41,1,2
6,0.9,10001,14,3312,32,1,2
6,0.9,6807,11,6807,11,1,1
6,0.9,10001,17,2302,53,1,2
6,0.9,2030,4,2030,4,1,1
6,0.9,6007,9,6007,9,1,1
6,0.9,235,12,235,12,0.916666666666667,1
6,0.9,10001,15,4993,52,1,2
6,0.9,2793,12,2793,12,1,1
6,0.9,10001,14,9701,43,1,2
6,0.9,10001,13,9676,52,1,2
6,0.9,314,12,314,12,1,1
6,0.9,10001,15,4815,68,1,2
6,0.9,10001,13,8258,61,1,2
6,0.9,10001,14,3820,61,1,2
6,0.9,10001,13,3890,49,1,2
6,0.9,10001,16,2811,80,1,2
6,0.9,10001,15,8679,73,0.931506849315068,2
6,0.9,10001,13,3887,38,1,2
6,0.9,10001,13,3156,37,1,2
6,0.9,9231,12,9231,12,1,1
6,0.9,10001,14,3552,40,1,2
6,0.9,10001,14,3570,58,1,2
6,0.9,10001,15,4743,39,1,2
6,0.9,10001,15,5428,40,1,2
6,0.9,10001,16,7748,46,1,2
6,0.9,6720,10,6720,10,1,1
6,0.9,3078,12,3078,12,1,1
6,0.9,10001,14,1620,49,1,2
6,0.9,10001,17,1945,55,1,2
6,0.9,10001,14,1608,38,1,2
6,0.9,10001,14,2093,57,1,2
6,0.9,10001,17,2403,61,1,2
6,0.9,10001,15,1141,49,1,2
6,0.9,7717,11,7717,11,1,1
6,0.9,10001,15,8678,75,1,2
6,0.9,594,10,594,10,1,1
6,0.9,9600,10,9600,10,1,1
6,0.9,93,11,93,11,1,1
6,0.9,10001,17,3642,68,1,2
6,0.9,5136,9,5136,9,1,1
6,0.9,10001,14,3057,42,1,2
6,0.9,10001,14,4384,61,1,2
6,0.9,488,12,488,12,1,1
6,0.9,624,8,624,8,1,1
6,0.9,10001,14,1334,52,0.942307692307692,2
6,0.9,3184,12,3184,12,1,1
6,0.9,5784,12,5784,12,1,1
6,0.9,4166,11,4166,11,1,1
6,0.9,10001,16,2226,47,0.98936170212766,2
6,0.9,10001,13,651,53,0.990566037735849,2
6,0.9,3115,12,3115,12,1,1
6,0.9,3618,12,3618,12,1,1
6,0.9,9298,10,9298,10,1,1
6,0.9,10001,14,3204,57,1,2
6,0.9,8756,11,8756,11,1,1
6,0.9,10001,16,8111,61,0.975409836065574,2
6,0.9,10001,15,3743,89,1,2
6,0.9,10001,18,5844,67,1,2
6,0.9,10001,13,1958,83,0.987951807228916,2
6,0.9,10001,14,7521,54,1,2
6,0.9,10001,13,3556,47,0.98936170212766,2
6,0.9,4913,9,4913,9,1,1
6,0.9,10001,15,2563,76,1,2
6,0.9,4015,12,4015,12,1,1
6,0.9,10001,15,5316,44,1,2
6,0.9,5338,8,5338,8,1,1
6,0.9,10001,15,8778,47,1,2
6,0.9,4185,12,4185,12,0.916666666666667,1
6,0.9,10001,15,1602,98,1,2
6,0.9,10001,14,1489,66,1,2
6,0.9,10001,15,7727,72,1,2
6,0.9,10001,14,5619,89,1,2
6,0.9,10001,13,3606,86,1,2
6,0.9,10001,16,3582,33,1,2
6,0.9,6644,12,6644,12,1,1
6,0.9,5890,9,5890,9,1,1
6,0.9,10001,14,8216,49,1,2
6,0.9,10001,13,4669,88,0.982954545454545,2
6,0.9,7383,11,7383,11,1,1
6,0.9,5074,12,5074,12,1,1
6,0.9,10001,15,6750,32,1,2
6,0.9,10001,15,4168,74,0.986486486486487,2
6,0.9,4149,8,4149,8,1,1
6,0.9,10001,13,3112,57,0.991228070175439,2
6,0.9,10001,16,2910,38,1,2
6,0.9,10001,18,2944,32,0.984375,2
6,0.9,3786,12,3786,12,1,1
6,0.9,5084,12,5084,12,1,1
6,0.9,758,12,758,12,1,1
6,0.9,10001,15,4424,73,1,2
6,0.9,10001,13,1957,58,1,2
6,0.9,10001,16,2002,60,1,2
6,0.9,9137,11,9137,11,1,1
6,0.9,942,12,942,12,1,1
6,0.9,10001,16,7954,45,1,2
6,0.9,10001,15,1243,59,1,2
6,0.9,10001,13,5121,54,1,2
6,0.9,7531,11,7531,11,1,1
6,0.9,10001,17,789,53,1,2
6,0.9,10001,16,5000,39,1,2
6,0.9,5823,12,5823,12,1,1
6,0.9,2953,11,2953,11,1,1
6,0.9,4250,11,4250,11,1,1
6,0.9,7568,12,7568,12,1,1
6,0.9,1565,11,1565,11,1,1
6,0.9,10001,13,6024,41,1,2
6,0.9,10001,15,3428,60,1,2
6,0.9,10001,14,9803,48,1,2
6,0.9,10001,14,1989,42,0.988095238095238,2
6,0.9,10001,16,9269,40,1,2
6,0.9,6448,12,6448,12,1,1
6,0.9,2196,11,2196,11,1,1
6,0.9,10001,15,4253,41,0.98780487804878,2
6,0.9,10001,13,1659,59,1,2
6,0.9,4697,10,4697,10,1,1
6,0.9,10001,14,9214,53,1,2
6,0.9,10001,14,1011,52,1,2
6,0.9,10001,16,8800,48,1,2
6,0.9,10001,16,1215,91,0.978021978021978,2
6,0.9,10001,16,8613,43,0.976744186046512,2
6,0.9,10001,16,9856,65,0.984615384615385,2
6,0.9,2219,12,2219,12,1,1
6,0.9,10001,16,3168,70,1,2
6,0.9,10001,20,103,130,1,2
6,0.9,10001,15,9876,48,0.989583333333333,2
6,0.9,641,12,641,12,1,1
6,0.9,10001,16,1731,69,1,2
6,0.9,10001,15,1363,43,1,2
6,0.9,4595,10,4595,10,1,1
6,0.9,10001,14,45,58,1,2
6,0.9,460,12,460,12,1,1
6,0.9,10001,14,141,72,1,2
6,0.9,10001,13,758,43,1,2
6,0.9,10001,13,2087,29,1,2
6,0.9,10001,13,707,69,1,2
6,0.9,10001,14,820,49,1,2
6,0.9,4343,12,4343,12,0.875,1
6,0.9,4282,11,4282,11,1,1
6,0.9,10001,13,6862,22,1,2
6,0.9,10001,13,1906,57,1,2
6,0.9,10001,14,7727,101,0.975247524752475,2
6,0.9,10001,16,5424,58,1,2
6,0.9,10001,14,3649,66,1,2
6,0.9,9223,11,9223,11,1,1
6,0.9,9473,12,9473,12,1,1
6,0.9,4512,11,4512,11,1,1
6,0.9,10001,17,3969,66,1,2
6,0.9,10001,17,3319,65,1,2
6,0.9,10001,13,4433,45,0.977777777777778,2
6,0.9,10001,15,3332,89,1,2
6,0.9,1203,12,1203,12,1,1
6,0.9,10001,15,1137,73,0.993150684931507,2
6,0.9,6389,10,6389,10,1,1
6,0.9,9465,12,9465,12,1,1
6,0.9,10001,18,3589,89,1,2
6,0.9,10001,16,3361,68,1,2
6,0.9,10001,17,5291,101,1,2
6,0.9,10001,14,5249,74,1,2
6,0.9,10001,15,937,85,1,2
6,0.9,10001,16,3449,50,1,2
6,0.9,10001,13,8352,45,1,2
6,0.9,10001,15,4821,42,1,2
6,0.9,10001,15,2710,42,1,2
6,0.9,10001,13,5248,43,1,2
6,0.9,10001,14,4547,62,1,2
6,0.9,10001,14,8975,72,0.979166666666667,2
6,0.9,10001,18,7234,37,1,2
6,0.9,10001,16,1959,41,0.914634146341463,2
6,0.9,10001,16,206,42,1,2
6,0.9,10001,14,294,24,1,2
6,0.9,10001,13,4589,61,1,2
6,0.9,10001,16,9464,79,1,2
6,0.9,9552,8,9552,8,1,1
6,0.9,7245,12,7245,12,1,1
6,0.9,3484,11,3484,11,1,1
6,0.9,10001,15,6602,61,1,2
6,0.9,9032,12,9032,12,1,1
6,0.9,10001,13,272,60,0.991666666666667,2
6,0.9,10001,13,3855,68,1,2
6,0.9,10001,13,1173,75,1,2
6,0.9,8451,12,8451,12,1,1
6,0.9,3219,12,3219,12,0.958333333333333,1
6,0.9,10001,16,4992,74,1,2
6,0.9,10001,14,4956,79,1,2
6,0.9,10001,14,5258,41,1,2
6,0.9,1921,12,1921,12,1,1
6,0.9,10001,15,5866,64,0.921875,2
6,0.9,10001,14,2648,43,0.976744186046512,2
6,0.9,10001,15,5525,68,1,2
6,0.9,10001,14,9643,76,1,2
6,0.9,10001,15,3408,73,0.972602739726027,2
6,0.9,10001,14,5410,50,1,2
6,0.9,2790,12,2790,12,1,1
6,0.9,2795,12,2795,12,1,1
6,0.9,3760,9,3760,9,1,1
6,0.9,385,11,385,11,1,1
6,0.9,10001,16,6935,61,1,2
6,0.9,10001,14,6858,60,1,2
6,0.9,10001,14,4745,67,0.940298507462687,2
6,0.9,10001,13,4833,62,1,2
6,0.9,6465,12,6465,12,1,1
6,0.9,5547,10,5547,10,0.95,1
6,0.9,10001,14,1078,39,1,2
6,0.9,10001,15,6106,54,1,2
6,0.9,5371,9,5371,9,1,1
6,0.9,5884,11,5884,11,1,1
6,0.9,10001,16,7680,56,1,2
6,0.9,1783,11,1783,11,1,1
6,0.9,5666,11,5666,11,1,1
6,0.9,10001,13,8749,65,1,2
6,0.9,10001,14,3241,42,1,2
6,0.9,9020,11,9020,11,1,1
6,0.9,4264,12,4264,12,1,1
6,0.9,2002,10,2002,10,1,1
6,0.9,435,12,435,12,1,1
6,0.9,478,10,478,10,1,1
6,0.9,10001,13,567,51,1,2
6,0.9,10001,13,3507,64,1,2
6,0.9,10001,13,4188,37,1,2
6,0.9,10001,13,9959,57,1,2
6,0.9,10001,14,7210,51,1,2
6,0.9,10001,13,8875,67,1,2
6,0.9,10001,19,2297,79,1,2
6,0.9,1693,10,1693,10,1,1
6,0.9,10001,17,2338,54,1,2
6,0.9,10001,16,1350,59,0.991525423728814,2
6,0.9,10001,14,5255,52,1,2
6,0.9,10001,14,7110,83,1,2
6,0.9,10001,13,8756,61,1,2
6,0.9,4146,12,4146,12,1,1
6,0.9,10001,13,4570,53,1,2
6,0.9,10001,13,5624,45,1,2
6,0.9,6532,12,6532,12,1,1
6,0.9,10001,15,3243,74,1,2
6,0.9,6066,12,6066,12,1,1
6,0.9,10001,15,6584,36,1,2
6,0.9,10001,16,3714,45,1,2
6,0.9,10001,15,5732,83,0.969879518072289,2
6,0.9,10001,13,8301,78,1,2
6,0.9,727,11,727,11,1,1
6,0.9,3427,12,3427,12,1,1
6,0.9,10001,14,3396,66,1,2
6,0.9,936,11,936,11,1,1
6,0.9,4081,12,4081,12,1,1
6,0.9,10001,16,3622,41,1,2
6,0.9,10001,14,6143,64,1,2
6,0.9,10001,15,685,78,1,2
6,0.9,10001,16,10001,16,1,2
6,0.9,10001,17,5124,89,1,2
6,0.9,6652,12,6652,12,1,1
6,0.9,9704,12,9704,12,1,1
6,0.9,5825,12,5825,12,1,1
6,0.9,10001,13,9056,89,0.99438202247191,2
6,0.9,4385,10,4385,10,1,1
6,0.9,10001,14,739,33,1,2
6,0.9,7971,12,7971,12,1,1
6,0.9,10001,13,753,80,1,2
6,0.9,10001,15,8882,37,1,2
6,0.9,10001,13,3687,62,1,2
6,0.9,7296,10,7296,10,1,1
6,0.9,10001,13,2467,51,1,2
6,0.9,10001,16,2330,64,1,2
6,0.9,10001,15,3923,52,1,2
6,0.9,1940,11,1940,11,1,1
6,0.9,9687,12,9687,12,1,1
6,0.9,10001,14,7497,30,1,2
6,0.9,811,11,811,11,1,1
6,0.9,717,12,717,12,1,1
6,0.9,6672,12,6672,12,0.958333333333333,1
6,0.9,10001,13,9119,109,0.990825688073395,2
6,0.9,2025,10,2025,10,1,1
6,0.9,10001,15,2902,64,1,2
6,0.9,150,9,150,9,1,1
6,0.9,10001,14,1372,33,1,2
6,0.9,1397,11,1397,11,1,1
6,0.9,10001,18,3884,67,1,2
6,0.9,2129,10,2129,10,1,1
6,0.9,4838,12,4838,12,1,1
6,0.9,5634,12,5634,12,1,1
6,0.9,10001,15,4275,37,1,2
6,0.9,4854,10,4854,10,1,1
6,0.9,10001,14,3298,85,1,2
6,0.9,10001,14,8965,73,0.993150684931507,2
6,0.9,1509,11,1509,11,1,1
6,0.9,10001,16,4454,59,1,2
6,0.9,10001,13,1043,62,0.983870967741935,2
6,0.9,10001,16,5874,41,1,2
6,0.9,10001,15,8031,52,0.990384615384615,2
6,0.9,10001,13,5580,66,1,2
6,0.9,10001,13,5432,21,1,2
6,0.9,10001,13,4055,61,1,2
6,0.9,6026,12,6026,12,1,1
6,0.9,10001,17,4029,79,1,2
6,0.9,7182,12,7182,12,1,1
6,0.9,10001,14,4750,63,1,2
6,0.9,10001,13,7551,39,1,2
6,0.9,912,12,912,12,1,1
6,0.9,5526,12,5526,12,1,1
6,0.9,10001,15,1312,83,1,2
6,0.9,10001,14,5442,40,0.8875,2
6,0.9,6284,11,6284,11,1,1
6,0.9,10001,16,9776,30,1,2
6,0.9,3826,12,3826,12,1,1
6,0.9,10001,13,6129,87,1,2
6,0.9,10001,15,3210,60,1,2
6,0.9,10001,14,1051,62,1,2
6,0.9,5699,11,5699,11,1,1
6,0.9,10001,16,2946,47,1,2
6,0.9,5606,12,5606,12,1,1
6,0.9,4967,12,4967,12,1,1
6,0.9,10001,15,5312,49,1,2
6,0.9,10001,13,8562,49,1,2
6,0.9,10001,13,5730,83,1,2
6,0.9,10001,15,2183,72,1,2
6,0.9,2236,12,2236,12,1,1
6,0.9,3785,11,3785,11,1,1
6,0.9,6402,10,6402,10,1,1
6,0.9,10001,18,813,99,1,2
6,0.9,10001,13,9354,68,1,2
6,0.9,10001,15,1935,63,1,2
6,0.9,7816,12,7816,12,1,1
6,0.9,10001,15,1788,54,1,2
6,0.9,7949,12,7949,12,1,1
6,0.9,10001,16,1236,46,1,2
6,0.9,10001,13,1481,43,1,2
6,0.9,10001,13,9800,26,1,2
6,0.9,2711,10,2711,10,1,1
6,0.9,10001,14,8464,34,0.985294117647059,2
6,0.9,10001,13,1636,100,1,2
6,0.9,10001,14,5530,90,1,2
6,0.9,10001,15,4454,69,1,2
6,0.9,1499,10,1499,10,1,1
6,0.9,10001,13,9897,60,1,2
6,0.9,5362,12,5362,12,1,1
6,0.9,346,10,346,10,1,1
6,0.9,6928,12,6928,12,1,1
6,0.9,6307,10,6307,10,1,1
6,0.9,10001,15,6621,39,1,2
6,0.9,10001,17,3251,35,1,2
6,0.9,3233,12,3233,12,1,1
6,0.9,10001,17,1934,28,1,2
6,0.9,10001,14,4195,54,1,2
6,0.9,10001,16,3704,44,1,2
6,0.9,5161,12,5161,12,1,1
6,0.9,4183,12,4183,12,1,1
6,0.9,6471,11,6471,11,1,1
6,0.9,10001,15,4529,61,1,2
6,0.9,10001,15,1274,41,1,2
6,0.9,10001,13,1534,80,0.99375,2
6,0.9,417,11,417,11,1,1
6,0.9,10001,13,1073,58,1,2
6,0.9,10001,13,3888,52,0.980769230769231,2
6,0.9,10001,15,1435,47,1,2
6,0.9,680,11,680,11,1,1
6,0.9,180,10,180,10,1,1
6,0.9,9468,12,9468,12,0.958333333333333,1
6,0.9,5024,12,5024,12,1,1
6,0.9,4678,12,4678,12,1,1
6,0.9,10001,13,3417,42,1,2
6,0.9,7618,12,7618,12,1,1
6,0.9,8033,11,8033,11,1,1
6,0.9,4348,12,4348,12,1,1
6,0.9,10001,13,4192,82,1,2
6,0.9,3479,10,3479,10,1,1
6,0.9,10001,13,1277,68,0.977941176470588,2
6,0.9,10001,13,8087,35,1,2
6,0.9,4053,12,4053,12,1,1
6,0.9,10001,15,3935,74,1,2
6,0.9,10001,13,7941,75,1,2
6,0.9,10001,13,4337,83,1,2
6,0.9,10001,14,8499,39,1,2
6,0.9,9708,11,9708,11,1,1
6,0.9,8088,12,8088,12,1,1
6,0.9,10001,14,897,72,1,2
6,0.9,10001,13,5324,68,1,2
6,0.9,10001,13,8344,25,1,2
6,0.9,10001,13,4786,78,1,2
6,0.9,10001,15,2206,98,1,2
6,0.9,6684,12,6684,12,1,1
6,0.9,10001,13,2357,77,0.922077922077922,2
6,0.9,6923,12,6923,12,1,1
6,0.9,10001,13,3964,57,0.991228070175439,2
6,0.9,502,12,502,12,1,1
6,0.9,10001,16,196,47,1,2
6,0.9,10001,15,6000,65,1,2
6,0.9,1328,11,1328,11,1,1
6,0.9,10001,17,365,58,1,2
6,0.9,10001,13,1683,53,1,2
6,0.9,10001,13,1892,64,1,2
6,0.9,10001,15,9650,40,1,2
6,0.9,1532,12,1532,12,0.958333333333333,1
6,0.9,10001,13,2827,70,1,2
6,0.9,10001,13,8475,54,1,2
6,0.9,10001,14,297,71,1,2
6,0.9,10001,13,2969,39,1,2
6,0.9,2842,12,2842,12,1,1
6,0.9,10001,16,8669,67,1,2
6,0.9,10001,13,1923,53,1,2
6,0.9,5909,12,5909,12,1,1
6,0.9,10001,18,1680,46,0.956521739130435,2
6,0.9,10001,14,5484,89,1,2
6,0.9,10001,16,4891,49,1,2
6,0.9,10001,15,3268,39,1,2
6,0.9,3988,12,3988,12,1,1
6,0.9,10001,17,9820,85,1,2
6,0.9,10001,15,7006,62,1,2
6,0.9,10001,14,3258,75,1,2
6,0.9,3068,10,3068,10,1,1
6,0.9,10001,15,4462,49,1,2
6,0.9,10001,15,6020,85,1,2
6,0.9,10001,13,8001,66,1,2
6,0.9,10001,14,2815,51,0.990196078431373,2
6,0.9,2879,12,2879,12,1,1
6,0.9,5010,12,5010,12,1,1
6,0.9,7137,11,7137,11,1,1
6,0.9,4578,11,4578,11,1,1
6,0.9,10001,15,6607,56,1,2
6,0.9,10001,16,4911,50,1,2
6,0.9,856,10,856,10,1,1
6,0.9,1098,12,1098,12,1,1
6,0.9,10001,15,4204,96,0.947916666666667,2
6,0.9,10001,13,4088,39,1,2
6,0.9,7168,11,7168,11,1,1
6,0.9,10001,13,3472,46,1,2
6,0.9,10001,15,6313,59,1,2
6,0.9,10001,14,8315,83,0.975903614457831,2
6,0.9,10001,14,2126,63,1,2
6,0.9,10001,15,9516,75,0.986666666666667,2
6,0.9,1778,9,1778,9,1,1
6,0.9,10001,15,5087,75,1,2
6,0.9,10001,15,2415,96,1,2
6,0.9,9868,12,9868,12,1,1
6,0.9,6452,11,6452,11,0.954545454545455,1
6,0.9,10001,16,159,56,0.982142857142857,2
6,0.9,3118,12,3118,12,1,1
6,0.9,10001,14,2569,69,1,2
6,0.9,10001,16,9737,78,1,2
6,0.9,272,11,272,11,1,1
6,0.9,10001,16,9165,58,1,2
6,0.9,10001,14,295,43,1,2
6,0.9,10001,13,485,58,1,2
6,0.9,6486,11,6486,11,1,1
6,0.9,3161,6,3161,6,1,1
6,0.9,1564,10,1564,10,1,1
6,0.9,3435,12,3435,12,1,1
6,0.9,6612,12,6612,12,1,1
6,0.9,10001,15,6868,49,1,2
6,0.9,10001,18,9430,41,1,2
6,0.9,10001,13,3330,66,1,2
6,0.9,10001,14,6286,102,1,2
6,0.9,10001,15,3196,33,1,2
6,0.9,10001,14,5385,69,1,2
6,0.9,10001,15,1767,41,1,2
6,0.9,10001,13,8891,49,1,2
6,0.9,10001,14,4101,44,1,2
6,0.9,189,12,189,12,1,1
6,0.9,10001,16,8172,29,1,2
6,0.9,1028,11,1028,11,1,1
6,0.9,3990,9,3990,9,1,1
6,0.9,10001,15,6601,51,1,2
6,0.9,4246,11,4246,11,1,1
6,0.9,251,12,251,12,1,1
6,0.9,10001,14,7247,69,1,2
6,0.9,5215,11,5215,11,1,1
6,0.9,10001,15,8593,51,1,2
6,0.9,10001,15,1091,42,1,2
6,0.9,1872,12,1872,12,1,1
6,0.9,398,12,398,12,1,1
6,0.9,10001,14,6219,30,1,2
6,0.9,10001,13,8392,100,1,2
6,0.9,10001,15,1744,96,1,2
6,0.9,4754,11,4754,11,1,1
6,0.9,10001,14,8842,104,1,2
6,0.9,10001,14,5506,46,1,2
6,0.9,7726,12,7726,12,1,1
6,0.9,10001,16,3619,61,1,2
6,0.9,10001,14,1010,92,1,2
6,0.9,10001,15,487,38,1,2
6,0.9,5387,11,5387,11,1,1
6,0.9,10001,14,6941,79,1,2
6,0.9,10001,13,383,93,0.994623655913978,2
6,0.9,10001,14,3972,67,1,2
6,0.9,7185,11,7185,11,1,1
6,0.9,8001,12,8001,12,1,1
6,0.9,10001,13,3045,73,1,2
6,0.9,10001,17,6625,59,1,2
6,0.9,3694,12,3694,12,1,1
6,0.9,10001,15,6487,42,1,2
6,0.9,1472,9,1472,9,0.944444444444444,1
6,0.9,10001,14,7981,73,1,2
6,0.9,4442,10,4442,10,1,1
6,0.9,10001,14,6312,47,1,2
6,0.9,8037,12,8037,12,1,1
6,0.9,10001,16,8638,69,0.963768115942029,2
6,0.9,10001,16,915,72,1,2
6,0.9,10001,14,7168,65,0.984615384615385,2
6,0.9,10001,14,5077,57,1,2
6,0.9,10001,13,4258,100,0.995,2
6,0.9,2144,12,2144,12,1,1
6,0.9,10001,14,8317,47,0.968085106382979,2
6,0.9,1454,12,1454,12,1,1
6,0.9,10001,13,8186,37,1,2
6,0.9,10001,16,6036,59,1,2
6,0.9,10001,14,5521,92,0.918478260869565,2
6,0.9,10001,13,5873,82,1,2
6,0.9,3967,12,3967,12,1,1
6,0.9,8423,12,8423,12,1,1
6,0.9,10001,15,3705,41,1,2
6,0.9,1529,12,1529,12,1,1
6,0.9,2470,12,2470,12,0.916666666666667,1
6,0.9,10001,15,1901,52,1,2
6,0.9,10001,13,9303,40,1,2
6,0.9,10001,15,5175,86,1,2
6,0.9,10001,13,4409,65,1,2
6,0.9,10001,16,3991,47,1,2
6,0.9,7812,10,7812,10,1,1
6,0.9,10001,17,3097,66,1,2
6,0.9,10001,13,5450,50,1,2
6,0.9,10001,20,1788,73,1,2
6,0.9,5162,11,5162,11,1,1
6,0.9,10001,15,4750,107,0.97196261682243,2
6,0.9,10001,17,2024,54,0.990740740740741,2
6,0.9,10001,14,7519,56,1,2
6,0.9,740,12,740,12,1,1
6,0.9,10001,14,5041,75,1,2
6,0.9,10001,16,6421,50,1,2
6,0.9,6741,8,6741,8,1,1
6,0.9,10001,14,7302,55,0.936363636363636,2
6,0.9,1581,12,1581,12,1,1
6,0.9,7810,12,7810,12,1,1
6,0.9,7545,12,7545,12,1,1
6,0.9,10001,16,6741,38,1,2
6,0.9,10001,16,3584,90,1,2
6,0.9,10001,13,6192,58,1,2
6,0.9,10001,16,3254,60,1,2
6,0.9,8473,12,8473,12,1,1
6,0.9,10001,14,2284,44,1,2
6,0.9,10001,16,898,82,1,2
6,0.9,10001,13,8169,67,0.992537313432836,2
6,0.9,10001,14,200,26,1,2
6,0.9,10001,16,3145,118,1,2
6,0.9,10001,14,8795,61,1,2
6,0.9,10001,17,2882,77,1,2
6,0.9,7309,11,7309,11,1,1
6,0.9,1115,9,1115,9,1,1
6,0.9,10001,13,9029,48,0.885416666666667,2
6,0.9,10001,15,6576,64,1,2
6,0.9,1002,11,1002,11,1,1
6,0.9,4775,12,4775,12,1,1
6,0.9,10001,13,5834,80,1,2
6,0.9,7093,11,7093,11,0.954545454545455,1
6,0.9,3703,11,3703,11,1,1
6,0.9,10001,14,1851,34,0.985294117647059,2
6,0.9,2913,12,2913,12,1,1
6,0.9,10001,13,8003,43,1,2
6,0.9,2406,10,2406,10,1,1
6,0.9,10001,15,4528,69,1,2
6,0.9,10001,13,3045,67,1,2
6,0.9,6269,12,6269,12,1,1
6,0.9,10001,14,5605,58,1,2
6,0.9,6139,11,6139,11,0.909090909090909,1
6,0.9,10001,14,4523,73,1,2
6,0.9,10001,16,3320,63,1,2
6,0.9,10001,13,9572,58,1,2
6,0.9,10001,13,3110,85,0.970588235294118,2
6,0.9,10001,14,3766,41,1,2
6,0.9,10001,16,4587,64,1,2
6,0.9,10001,15,2684,30,1,2
6,0.9,10001,15,9525,56,1,2
6,0.9,9151,10,9151,10,1,1
6,0.9,10001,15,3820,51,1,2
6,0.9,10001,13,8454,43,1,2
6,0.9,2467,12,2467,12,1,1
6,0.9,5130,12,5130,12,1,1
6,0.9,10001,13,7902,52,0.990384615384615,2
6,0.9,10001,13,1130,36,1,2
6,0.9,2678,12,2678,12,1,1
